"conceptid";"preflabel";"modified";"altlabel";"definition"
"S04232";"in-situ thermometer";"10/2/2006 19:26:59";"";"A device to measure temperature in place in the field, which could either be in the water column or in the atmosphere."
"S04235";"inductively-coupled plasma atomic emission spectroscopy";"8/2/2019 15:20:00";"ICP-AES";"Also sometimes referred to as inductively-coupled plasma optical emission spectroscopy (ICP-OES). A sample is passed through a nebulizer to create an aerosol and transported via an argon gas stream to an inductively-coupled gas plasma (8-10000 K) where it is dried, melted, evaporated, atomized, then excited. The excited atoms pass through the cooler part of the plasma and de-excite releasing specific-wavelength photons dependent on the element. Emissions are passed to the optical system which measures their intensities, which are directly proportional to the concentrations of the analytes."
"S04236";"inductively-coupled plasma mass spectrometry";"10/2/2006 19:26:59";"";"An analytical technique where a sample is passed through a nebulizer to create an aerosol, dried and transported via an argon gas stream to an inductively-coupled gas plasma (8-10000 Kelvin) where it is atomized and ionised. The sample then passes to a quadrapole mass spectrometer where ions of specific mass-to-charge ratios are transmitted to a detector and quantified."
"S04237";"infra-red gas analysis";"10/2/2006 19:26:59";"";"A technique for quantifying the proportion of a given gas or gases in an atmosphere by measuring the absorption of specified wavelengths in the infra-red portion of the electromagnetic spectrum."
"S04238";"infra-red radiometer";"10/2/2006 19:26:59";"";"An instrument that measures the intensity of electromagnetic radiation of wavelengths between 750nm and a millimetre."
"S04239";"inverted echo sounder";"10/2/2006 19:26:59";"";"An instrument placed on the seabed that transmits pulses of sound upwards into the water column and times how long echoes from features in the water column such as steep density gradients take to return."
"S0424";"optical microscopy and stratigraphic dating";"10/2/2006 19:26:59";"";"Optical microscopy is the identification and quantification of biological entities or other small objects using a conventional optical microscope. Stratigraphic dating is the determination of the age of a sample by comparative techniques e.g. location in a sequence or study of fossil assemblages."
"S04240";"ion chromatography";"10/2/2006 19:26:59";"";"A form of chromatography using a conductivity detector where a combination of weak ionic solvents are used to separate anions and cations of a solution, with the contribution of the solvent to conductivity suppressed just prior to detection."
"S04241";"ion-selective electrode";"10/2/2006 19:26:59";"";"An Ion-selective electrode (ISE) is a sensor which converts the activity (related to concentration) of a specific ion dissolved in a solution into an electrical potential which can be measured by a voltmeter or pH meter."
"S04242";"isotope spiking and ingrowth";"10/2/2006 19:26:59";"";"A technique for radionuclide quantification based on detecting changes in daughter isotope concentration as the sample is left to decay."
"S04244";"linear-response chlorophyll fluorometer";"7/20/2010 15:10:18";"";"A linear response fluorometer (output voltage proportional to chlorophyll concentration e.g. WetStar, SeaPoint, SeaTech, SCUFA), set up to measure chlorophyll fluorescence (transmit violet, receive red)."
"S04245";"linear-response phycoerythrin fluorometer";"10/2/2006 19:26:59";"";"A linear response fluorometer (output voltage proportional to pigment concentration), set up to measure phycoerythrin fluorescence."
"S04246";"liquid chromatography-mass spectrometry";"10/2/2006 19:26:59";"";"A technique to separate substances by dissolution and passage through a column packed with a sorbent. The separated components are then passed to a mass spectrometer for identification and quantification."
"S04248";"in-situ Aquatracka chlorophyll fluorometer";"10/2/2006 19:26:59";"";"A specific type of log-response fluorometer (output voltage proportional to the natural log of pigment concentration), set up to measure chlorophyll fluorescence (transmit violet, receive red), manufactured by Chelsea Instruments that has been deployed in place in the field such as a mooring, towed undulator or CTD package."
"S04249";"low-precision navigational echo sounder";"10/2/2006 19:26:59";"";"An instrument that measures the depth of water by transmitting pulses of sound and determining the time taken for the seabed echo to return that is primarily designed for navigational purposes and therefore may be inaccurate or ineffective except in shallow water."
"S0425";"optical plankton counter";"10/2/2006 19:26:59";"OPC";"An operational instrument that detects, sizes, and counts individual particles based on measuring the attenuance, or diminution in intensity, of a collimated light beam intercepted by transiting particles."
"S04250";"lumogallion fluorescence";"10/2/2006 19:26:59";"";"An analytical technique for measuring aluminium concentration based on adding a fluorescent stain, lumogallion, that bonds to the aluminium and is then assayed fluorometrically."
"S04251";"magnetic susceptibility meter";"10/2/2006 19:26:59";"";"A portable instrument that directly measures the ability of a substance to become magnetised by differencing magnetism before and after exposure to a magnetic field."
"S04252";"manometry";"10/2/2006 19:26:59";"";"Quantification of gas production by detection of changes in gas pressure."
"S04253";"manual analysis using the diacetylmonoxime method";"10/2/2006 19:26:59";"";"A colorimetric technique for the determination of urea concentration."
"S04254";"manual analysis using the phenol and sodium nitrocyanoferrate method";"10/2/2006 19:26:59";"";"A colorimetric technique for the determination of ammonium concentration."
"S04255";"manual colorimetric analysis";"10/2/2006 19:26:59";"";"A method of chemical analysis where the analyte is quantitatively converted to a coloured compound that is assayed by absorption of light of a specified wavelength. Sample processing, addition of reagents and assay was done manually."
"S04256";"mass spectrometry";"10/2/2006 19:26:59";"";"An analytical technique used to measure the mass-to-charge ratio of ions. It is most generally used to find the composition of a physical sample by generating a mass spectrum representing the masses of sample components."
"S04257";"mass spectrometry on residue";"10/2/2006 19:26:59";"";"Determination of the level of stable isotopes using mass spectrometric techniques (quantitative determination of substances by mass) in the material trapped on the filter paper after a sample has been filtered."
"S04258";"measurement of motor speed";"10/2/2006 19:26:59";"";"Estimation of platform speed from engineering data on the speed at which the motor is running."
"S04259";"measurement of winch wire out";"10/2/2006 19:26:59";"";"The measurement of depth based on the wire deployed reading from a winch monitor. This assumes that the cable between ship and instrument is both taut and vertical, which is rarely the case in practice."
"S0426";"physical measurement";"10/2/2006 19:26:59";"";"Determination of a dimension of an object or the distance between two points using an unspecified type of tape or rule."
"S04260";"measuring cylinder";"10/2/2006 19:26:59";"";"A graduated tube used to measure the volume of a liquid."
"S04261";"mechanical bathythermograph";"10/2/2006 19:26:59";"";"A device used prior to the 1980s for obtaining a record of temperature against depth (strictly speaking, pressure) in the upper 300m of the ocean. The thermal element was a xylene-filled copper coil, which actuated a stylus through a Bourdon tube. The pressure element was a copper aneroid capsule that moved a smoked glass slide at right angles to the motion of the stylus. Data were usually distributed as enlarged photographs of the trace etched on the glass slide."
"S04262";"methylene blue colorimetric analysis";"10/2/2006 19:26:59";"";"A method of chemical analysis where the analyte is quantitatively coloured by reaction with methylene blue. The resulting colour strength is assayed by absorption of light of a specified wavelength."
"S04263";"microwave radiometer";"10/2/2006 19:26:59";"";"An instrument that measures the intensity of electromagnetic radiation of wavelengths between a millimetre and a metre."
"S04264";"moored acoustic doppler current profiler (ADCP)";"10/2/2006 19:26:59";"";"A type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument understood to have been mounted in a fixed location such that the signal is transmitted towards the sea surface."
"S04265";"moored acoustic doppler current profiler (ADCP) beam 1";"10/2/2006 19:26:59";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument understood to have been mounted in a fixed location such that the signal is transmitted towards the sea surface."
"S04266";"moored acoustic doppler current profiler (ADCP) beam 2";"10/2/2006 19:26:59";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument understood to have been mounted in a fixed location such that the signal is transmitted towards the sea surface."
"S04267";"moored acoustic doppler current profiler (ADCP) beam 3";"10/2/2006 19:26:59";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument understood to have been mounted in a fixed location such that the signal is transmitted towards the sea surface."
"S04268";"moored acoustic doppler current profiler (ADCP) beam 4";"10/2/2006 19:26:59";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument understood to have been mounted in a fixed location such that the signal is transmitted towards the sea surface."
"S04269";"moving vessel profiler (MVP)";"10/2/2006 19:26:59";"";"A instrument towed behind a ship that repeatedly deploys a sensor package along vertical profiles from the surface to a predetermined depth."
"S0427";"quantitative PCR";"10/2/2006 19:26:59";"";"The breaking up of DNA using a polymerase chain reaction such that the quantity of product accurately reflects the quantity of original DNA."
"S04270";"nanomolar Nox system after Garside (1982)";"10/2/2006 19:26:59";"";"Quantification of low concentrations of oxidised nitrogen species as described in Garside, C (1982) A chemiluminescent technique for the determination of nanomolar concentrations of nitrate and nitrite in seawater. Marine Chemistry, 11, 159-167."
"S04271";"nanomolar ammonium system after Jones (1991)";"10/2/2006 19:26:59";"";"Ammonium analysis protocol described in Jones RD (1991) An improved fluorescence method for the determination of nanomolar concentrations of ammonium in natural seawaters. Limnol. Oceanogr. 36:814-819."
"S04272";"nitrogen absorption";"10/2/2006 19:26:59";"";"Measurement of the reduction of the quantity of nitrogen in an atmosphere on exposure to a dried sediment sample."
"S04275";"optical microscopy (coarse fraction) and pipette method (fines)";"10/2/2006 19:26:59";"";"Manual techniques for the determination of sediment grain-size."
"S04276";"oxygen sensor";"10/2/2006 19:26:59";"";"An instrument that may be incorporated into a sensor package to measure dissolved oxygen concentrations in place in the field."
"S04277";"pH electrode";"10/2/2006 19:26:59";"";"Electrochemical device sensitive to the concentration of H+ ions in solution that allows direct measurement of pH."
"S04278";"particle sizer";"2/23/2010 15:28:08";"";"A laboratory instrument that measures the size spectrum of particulate material suspended in a fluid."
"S0428";"relative UV fluorescence product assay";"10/2/2006 19:26:59";"";"Measurement of relative amounts of emitted light on irradiation by ultra-violet light."
"S04282";"physical measurement and radiocarbon dating";"10/2/2006 19:26:59";"";"Technique for determination of sediment accumulation rate. The sediment thickness accumulated is measured using a ruler and the time taken for sediment accumulation is determined by two or more carbon dates along the sediment profile."
"S04283";"physical measurement and stratigraphic dating";"10/2/2006 19:26:59";"";"Technique for determination of sediment accumulation rate. The sediment thickness accumulated is measured using a ruler and the time taken for sediment accumulation is determined by stratigraphic dating techniques such as horizon identification and micropalaeontology."
"S04286";"port-mounted PAR cosine-collector radiometer";"10/2/2006 19:26:59";"";"An instrument attached to the port (left) side of a ship to measure the intensity of the component of electromagnetic radiation travelling vertically downwards integrated over the visible wavelengths."
"S04287";"port-mounted cosine-collector radiometer";"10/2/2006 19:26:59";"";"An instrument attached to the port (left) side of a ship to measure the intensity of the component normal to the sensor of electromagnetic radiation."
"S04288";"port-mounted pyranometer";"10/2/2006 19:26:59";"";"The standard instrument for measuring solar radiation incident on a horizontal surface by measuring the temperature of a black body target that has been calibrated in terms of radiative flux mounted on the port side of a ship. Sensitive to wavelengths between 300 and 3000 nm."
"S04289";"potentiometry";"10/2/2006 19:26:59";"";"An electrochemical technique for titration end-point detection."
"S0429";"time series analysis of gut pigment content";"10/2/2006 19:26:59";"";"Multiple determinations of gut pigment content separated by predetermined periods of time."
"S04290";"pre-GPS satellite navigation";"10/2/2006 19:26:59";"";"Position location based on the incomplete satellite coverage available prior to the deployment of the Global Positioning Satellite network."
"S04293";"profiling pressure sensor";"10/2/2006 19:26:59";"";"An underwater pressure sensor that is mounted to an instrument or vehicle that is able to move freely in the water column. The data are used to determine the depth of the sensor below the sea surface."
"S04296";"protocol of Slawyk and Raimbault (1995)";"10/2/2006 19:26:59";"";"Nitrogen analysis as described in Slawyk G., Raimbault P. (1995) A simple procedure for the simultaneous recovery of dissolved inorganic and organic nitrogen in 15N-tracer experiments on oceanic waters improving the mass balance. Mar. Ecol. Prog. Ser.,124: 289-299."
"S04297";"psychrometer";"10/2/2006 19:26:59";"";"A psychrometer consists of two thermometers, one dry the other wrapped in water-soaked muslin, which give the dry and wet bulb air temperatures used to calculate relative humidity and dew point."
"S04298";"psychrometer dry bulb";"10/2/2006 19:26:59";"";"The thermometer in a psychrometer (instrument designed to determine the moisture content of air) that is dry and therefore measures ambient air temperature."
"S04299";"in-situ pump and probe chlorophyll fluorometer";"10/2/2006 19:26:59";"";"A double flash fluorometer containing two excitation channels and one emission channel. One excitation channel provides a weak, probe flash used for measuring the fluorescence yield of Photosystem II. The other provides a pump flash, which is used for closing the reaction centres of PS II. Light from the flashlamps is collected by condensers and a set of blue-green excitation filters. Emission signal is collected by a condenser and a red filter before striking the photodetector."
"S043";"accelerator mass spectrometry";"10/2/2006 19:26:59";"AMS";"Mass spectroscopy in which a particle accelerator is used to disassociate molecules, ionize atoms, and accelerate the ions."
"S0430";"10cm path length red light transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits red (usually 660nm wavelength) light and measures how much of it reaches a receptor accurately located 10 cm away from the transmitter."
"S04300";"pyranometer";"10/2/2006 19:26:59";"";"The standard instrument for measuring solar radiation incident on a horizontal surface by measuring the temperature of a black body target that has been calibrated in terms of radiative flux. Sensitive to wavelengths between 300 and 3000 nm."
"S04301";"radiance sensor";"10/2/2006 19:26:59";"";"A sensor that measures radiance - the amount of light energy or photons measured in a specified time period in a unit area from a given direction. Usually this direction is vertically downwards or vertically upwards. Physically, the sensors consist of a radiometer sensor at the base of a tube."
"S04302";"radiometer";"10/2/2006 19:26:59";"";"An instrument that measures the intensity of electromagnetic radiation."
"S04303";"barometric altimeter";"10/2/2006 19:26:59";"";"An aneroid barometer calibrated to convert atmospheric pressure into altitude."
"S04304";"aneroid barometer";"10/2/2006 19:26:59";"";"An instrument for measuring atmospheric pressure in which a needle, attached to the top of an evacuated box, is deflected as changes in atmospheric pressure cause the top of the box to bend in or out."
"S04305";"red light transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits red (usually 660nm wavelength) light and measures how much of it reaches a receptor accurately located a fixed but unspecified distance away from the transmitter."
"S04306";"redox electrode";"10/2/2006 19:26:59";"";"A redox electrode is an electrode made from electron-conductive material and characterized by high chemical stability in the solution under test. It is used for measuring the redox potential of a specific redox system in solution."
"S04307";"reversing thermometer";"10/2/2006 19:26:59";"";"A thermometer that records the temperature at which the instrument is inverted, retaining that temperature reading until the instrument is reset."
"S04308";"scatterometer";"10/2/2006 19:26:59";"";"A radar system that infers wind speed by measuring the backscattering cross section or normalized radar cross section."
"S04309";"scattering photometer";"10/2/2006 19:26:59";"";"An instrument that illuminates a sample with specified laser light wavelengths and determines the degree to which this is scattered by dissolved molecules or suspended particulate material."
"S0431";"150kHz broadband acoustic doppler current profiler (ADCP)";"10/2/2006 19:26:59";"150 kHz ADCP";"A type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of sound transmitted at a range of frequencies around 150 kHz."
"S04310";"scintillation counting";"10/2/2006 19:26:59";"";"A technique for assaying beta or gamma radiation by quantitative detection of visible light produced by the passage of rays or particles through a suitable scintillant. The scintillant may either be incorporated with the sample (liquid scintillation counting) or incorporated with a photomultiplier into a detector."
"S04312";"semi-fixed moored SBE MicroCAT";"10/2/2006 19:26:59";"";"A specific make of CTD mounted on a mooring that allows restricted vertical movement in the water column. Depth data are therefore a mooring performance indicator rather than a measurement of waves or tides."
"S04313";"semi-fixed moored SonTek current meter";"10/2/2006 19:26:59";"";"A particular type of current meter that measures water velocity by determining Doppler shift of sound reflected off particulates in the water column mounted on a subsurface mooring that allow limited vertical movement (e.g. suspended on a wire between an anchor and a subsurface buoy)."
"S04314";"semi-fixed moored in-situ pressure sensor";"7/23/2019 17:27:07";"";"An underwater pressure sensor that is mounted in an instrument on a semi-rigid mooring, such as a wire between an anchor and a sub-surface buoy. Data from the instrument are used for measuring the depth of the instrument monitor aspects of mooring performance such as knockdown."
"S04316";"settling velocity tube experiment";"10/2/2006 19:26:59";"";"A technique where a water sample is placed in a long vertical tube from which samples are drawn from the bottom at intervals to determine particle setting velocities and the properties of particles settling as a function of time."
"S04318";"shipborne acoustic doppler current profiler (ADCP)";"10/2/2006 19:26:59";"";"A type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument mounted on a moving platform such that the signal is transmitted downwards toward the seabed. Note that unless the ship is firmly anchored currents are not measured directly and need to be computed by differencing ship's velocities relative to land and water."
"S04319";"shipborne electro-magnetic log";"10/2/2006 19:26:59";"";"A sensor fitted to the hull that measures the velocity of the ship relative to the water."
"S0432";"1m path length red light transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits red (usually 660nm wavelength) light and measures how much of it reaches a receptor accurately located 1 m away from the transmitter."
"S04320";"shipborne wave recorder";"10/2/2006 19:26:59";"";"A device for measuring height and period of sea-surface waves with two accelerometer and pressure sensor (inlet 1-2 m below the waterline) pairs mounted either side of the hull of a ship. The accelerometers measure vertical movement of the ship as it tries to follow each wave and the pressure sensors measure change in water height along the hull due to the ship's failure to follow the wave accurately. Combining the two gives the true wave height. Sensor pairs allow correction for rolling."
"S04321";"sieving and settling tube method";"3/10/2016 00:26:34";"sieve and pipette method";"Coarse (generally >63 microns) size fraction determination by passing the sample/water suspension through progressively finer sieves and weighing the fraction retained on each. The finest fraction is suspended with a dispersion agent in water and transferred to a vertical tube and left to settle for a pre-determined period. A pipette is used to extract sub-samples for particle weight determination from various depths mapped to particle size using settling rate data."
"S04322";"sound velocity profiler";"10/2/2006 19:26:59";"";"An instrument for the measurement of the velocity of sound in the water column in place in the field."
"S04323";"spectrophotometric absorbance at two different wavelengths of CO2-equilibrated fixed alkalinity dye solution";"10/2/2006 19:26:59";"";"A technique for measuring carbonate system parameters based on spectrophotometric quantification of degree of stain fixation by carbon dioxide."
"S04325";"spectrophotometry";"10/2/2006 19:26:59";"";"Measurement of the amount of light absorbed by a sample at one or more specified wavelengths, generally within the visible waveband."
"S04326";"spectrophotometry following Caraco and Puccoon 1986 protocol";"10/2/2006 19:26:59";"";"A published protocol for pigment assay based on the absorption of light at different wavelengths in the visible waveband."
"S04327";"spectrophotometry following Takahashi and Ichimura 1968 protocol";"10/2/2006 19:26:59";"";"A published protocol for pigment assay based on the absorption of light at different wavelengths in the visible waveband."
"S04328";"spectrophotometry on filtrate";"10/2/2006 19:26:59";"";"Determination of the visible light absorption spectrum of the liquid passing through the filter paper after a sample has been filtered."
"S04329";"spectrophotometry on filtrate before and after methanol pigment extraction";"10/2/2006 19:26:59";"";"Multiple determination of the visible light absorption spectrum of the liquid passing through the filter paper after a sample has been filtered before and after methanol pigment extraction to determine the pigment absorption spectrum by difference."
"S0433";"1m path length transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits light of unspecified wavelength and measures how much of it reaches a receptor accurately located 1 m away from the transmitter."
"S04330";"spectrophotometry on residue before and after methanol pigment extraction";"10/2/2006 19:26:59";"";"Multiple determination of the visible light absorption spectrum of the material trapped on the filter paper after a sample has been filtered before and after methanol pigment extraction to determine the pigment absorption spectrum by difference."
"S04332";"starboard-mounted PAR cosine-collector radiometer";"10/2/2006 19:26:59";"";"An instrument attached to the starboard (right) side of a ship to measure the intensity of the component of electromagnetic radiation travelling vertically downwards integrated over the visible wavelengths."
"S04333";"starboard-mounted cosine-collector radiometer";"10/2/2006 19:26:59";"";"An instrument attached to the starboard (right) side of a ship to measure the intensity of the component normal to the sensor of electromagnetic radiation."
"S04334";"starboard-mounted pyranometer";"10/2/2006 19:26:59";"";"The standard instrument for measuring solar radiation incident on a horizontal surface by measuring the temperature of a black body target that has been calibrated in terms of radiative flux mounted on the starboard side of a ship. Sensitive to wavelengths between 300 and 3000 nm."
"S04335";"submarine cable voltage measurement";"10/2/2006 19:26:59";"";"A technique for assessing water mass transport rate from the degree of stretch in a submarine cable as reflected by its resistance and hence voltage drop across it."
"S04336";"telemetry buoy systems monitor";"10/2/2006 19:26:59";"";"A device to monitor engineering parameters, such as system voltages and currents, on a remote data telemetry system."
"S04337";"temperature probe on half tide pressure gauge";"10/2/2006 19:26:59";"";"A temperature sensor mounted on the half-tide sensor (i.e. a sensor exposed for part of the tidal cycle to facilitate geodetic levelling) of a pressure-sensing tide gauge."
"S04339";"thermistor flow meter";"10/2/2006 19:26:59";"";"Sensor that measures flow rate by determination of the rate of cooling of a heated thermistor bead."
"S0434";"2-pi scalar radiometer";"10/2/2006 19:26:59";"";"An instrument with a hemispherical collector that measures electromagnetic radiation of unspecified wavelength travelling in all directions over 180 degrees."
"S04340";"thermometer";"10/2/2006 19:26:59";"";"A device that measures temperature."
"S04341";"thermosalinograph";"10/2/2006 19:26:59";"";"An instrument designed for the continuous measurement of seawater temperature and salinity, usually associated with shipborne measurements in the upper 5m of the water column."
"S04342";"thermosalinograph conductivity cell temperature sensor";"10/2/2006 19:26:59";"";"A temperature sensor co-located with the conductivity cell in the thermosalinograph used solely to supply data for the conversion of temperature to salinity. The conductivity cell is often located in laboratory space and therefore this sensor returns values significantly different from ambient sea temperature."
"S04343";"thermosalinograph conductivity sensor";"10/2/2006 19:26:59";"";"A device to measure electrical conductivity of seawater."
"S04344";"thermosalinograph hull sensor";"10/2/2006 19:26:59";"";"A sensor measuring ship's hull temperature below the water line as a proxy for ambient sea temperature."
"S04345";"thermosalinograph sea temperature sensor";"10/2/2006 19:26:59";"";"A sensor measuring water temperature in the inlet of the thermosalinograph seawater supply."
"S04346";"through-flow fluorometer plumbed into non-toxic supply";"10/2/2006 19:26:59";"";"A fluorometer (generally assumed output voltage proportional to the pigment concentration and set up for chlorophyll measurement) that is plumbed into continuously pumped surface water from a supply designed for scientific use."
"S04347";"through-flow nephelometer";"10/2/2006 19:26:59";"";"An instrument to quantify the abundance of suspended particles based on measuring the returned proportion of light transmitted into a fixed volume of water that has been plumbed into a continuous pumped water supply."
"S04348";"tidal height sensor2";"10/2/2006 19:26:59";"";"One of a group of duplicate pressure sensors on a tide gauge installation."
"S04349";"tidal height sensor3";"10/2/2006 19:26:59";"";"One of a group of duplicate pressure sensors on a tide gauge installation."
"S0435";"2.5cm path length transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits light of unspecified wavelength and measures how much of it reaches a receptor accurately located 2.5 cm away from the transmitter."
"S04350";"tide gauge ambient temperature sensor";"10/2/2006 19:26:59";"";"Atmospheric temperature sensor fitted to a tide gauge installation."
"S04351";"titration against standardised acid";"10/2/2006 19:26:59";"";"Incremental addition of acid whose concentration is accurately known until the pH is reached at which the reaction is considered complete."
"S04352";"tracked drifting buoy";"10/2/2006 19:26:59";"";"Determination of the position of an untethered buoy (surface, surface-drogued or neutrally buoyant) at regular intervals either by satellite position fixing or acoustic triangulation."
"S04353";"transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits light of unknown wavelength and measures how much of it reaches a receptor accurately located at fixed but unknown distance away from the transmitter."
"S04354";"triaxial fluxgate compass";"10/2/2006 19:26:59";"";"A simple electromagnetic device that employs small coils of wire around a core of non-linear magnetic material, to directly sense orientation relative to the Earth's magnetic field."
"S04355";"trichromatic spectrophotometry following the Jeffrey and Humphrey protocol";"10/2/2006 19:26:59";"";"A published protocol for the determination of chlorophylls based on the measurement of spectrophotometric absorption by the pigment solution at 630, 647 and 663-665 nm."
"S04356";"turbulence profiler";"10/2/2006 19:26:59";"";"A free-fall instrument that directly measures the vertical distribution of turbulent flow velocity in the water column."
"S04357";"turbulence profiler fast temperature sensor";"10/2/2006 19:26:59";"";"A temperature sensor incorporated into a turbulence profiler instrument package with low thermal inertia to minimise reaction time to changes in the temperature of its environment."
"S04358";"turbulence profiler precision CTD";"10/2/2006 19:26:59";"";"A high quality instrument measuring pressure, temperature and conductivity (hence salinity) incorporated into a turbulence profiler instrument package."
"S04359";"turbulence profiler shear sensor";"10/2/2006 19:26:59";"";"A free-fall instrument that directly measures the vertical distribution of shear velocity in the water column."
"S0436";"20 or 25cm path length transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits light of unspecified wavelength and measures how much of it reaches a receptor accurately located either 20 or 25 cm away from the transmitter."
"S04361";"underwater vehicle with pressure sensor and altimeter";"10/2/2006 19:26:59";"";"A vehicle at varying depth in the water column simultaneously measured the depth of water between it an the seabed using an altimeter (underwater echo sounder) and between it and the sea surface using a pressure sensor."
"S04362";"unknown instrument";"10/2/2006 19:26:59";"";"No information is available on the sensor or instrument used to make the measurement."
"S04364";"unspecified GPS system";"10/2/2006 19:26:59";"";"The navigation system used was based on the Global Positioning System satellite network, but the specific type of receiver used is unknown."
"S04365";"unspecified navigation system";"10/2/2006 19:26:59";"";"No information was available on the navigation system used."
"S04366";"visual estimation";"10/2/2006 19:26:59";"";"The magnitude of a parameter, such as wave height or sea state, was obtained based on the judgement of a skilled observer."
"S04367";"visual observation in a flume";"10/2/2006 19:26:59";"";"A technique in which sediment core samples are placed in a tank in which conditions, particularly water flow speed, may be quantitatively controlled. Samples were observed as conditions were systematically changed until the phenomenon of interest, e.g. resuspension, was observed."
"S04369";"waverider";"10/2/2006 19:26:59";"";"A device for measuring sea-surface waves. It consists of a surface buoy containing either a single accelerometer (measures non-directional wave height and period), an accelerometer plus compass or multiple accelerometers (latter two measure directional wave parameters) tethered to the seabed by an elastic rope."
"S0437";"20cm path length red light transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits red (usually 660nm wavelength) light and measures how much of it reaches a receptor accurately located 20 cm away from the transmitter."
"S04370";"wavestaff";"10/2/2006 19:26:59";"";"A device for measuring sea-surface waves. It consists of a weighted pole below which a disk is suspended at a depth sufficiently deep for the wave motion associated with deep-water waves to be negligible. The staff remains almost anchored to the bottom, and wave height and period can be ascertained by observing or recording the length of the pole that extends above the surface."
"S04371";"in-situ current meter beam 1";"10/10/2013 17:09:43";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths."
"S04372";"manual chemical analysis";"10/2/2006 19:26:59";"";"Determination of the concentration of an analyte using classical wet chemical procedures."
"S04373";"cold vapour atomic absorption spectroscopy";"10/2/2006 19:26:59";"";"This is an analytical technique for volatile heavy metals such as mercury in which vaporised metal atoms in an argon carrier at room temperature are illuminated by a light source having an emission spectrum matched to the analyte of interest. The radiation absorbed by chemically unbound atoms is determined by analysing the transmitted energy relative to the incident energy at each frequency, which is proportional to the elemental concentrations."
"S04374";"method of Yebra and Hernandez-Leon modified by Yebra et al. (2005)";"10/2/2006 19:26:59";"";"Determination of aminoacyl-tRNA synthethases in biota as described in Yebra, L., C. Almeida, S. Hernández-León (2005) Vertical distribution of zooplankton and active flux across an anticyclonic eddy in the Canary Island waters. Deep-Sea Res. I, 52:69-83."
"S04375";"RBR MS-310 micro-salinometer";"10/2/2006 19:26:59";"";"A portable salinometer requiring no temperature control designed for CTD verification with a quoted accuracy of plus or minus 0.002 PSU."
"S04376";"Plankton Visual Analyser";"10/6/2006 14:47:30";"";"An image analysis system with sophisticated software that automatically counts, measures and classifies plankton net samples."
"S04377";"method of Edmondson (1971)";"10/6/2006 14:47:30";"";"A protocol for determination of  egg production rate described in Edmondson WT (1971) Reproductive rate determined indirectly from egg ratio, p. 165-166. In Edmondson WT and Winberg TT [eds.], Secondary productivity in fresh waters. IBP Handbook 17. Blackwell."
"S04378";"mitochondrial 16s rDNA restriction fragment length polymorphism (RFLP) signature identification";"10/6/2006 14:47:30";"";"Restriction Fragment Length Polymorphism (RFLP) is a technique in which organisms may be differentiated by analysis of patterns derived from cleavage of their DNA. If two organisms differ in the distance between sites of cleavage of a particular restriction endonuclease, the length of the fragments produced will differ when the DNA is digested with a restriction enzyme. The similarity of the patterns generated can be used to differentiate species (and even strains) from one another."
"S04379";"CTD (sensor 2)";"10/6/2006 14:47:30";"";"An additional sensor package on a CTD logger incorporating a temperature sensor, an electrical conductivity sensor and a pressure sensor. Salinity is computed from conductivity and temperature. Depth below the sea surface is computed from pressure."
"S0438";"20cm path length transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits light of unspecified wavelength and measures how much of it reaches a receptor accurately located 20 cm away from the transmitter."
"S04380";"Sea-Bird SBE 35 deep ocean standards thermometer";"10/6/2006 14:47:30";"";"A laboratory standards thermometer that may be used both in fixed point cells and at depths of up to 6800 metres."
"S04382";"Topcon 5Hz real-time kinematic GPS";"10/6/2006 14:47:30";"";"A particular type of Global Positioning System satellite navigation receiver."
"S04384";"annual layer counting based on ion chromatography chemistry";"10/6/2006 14:47:30";"";"An ice core dating technique based on counting annual layers identified by chemical analysis.  The analytical technique used is a form of chromatography using a conductivity detector where a combination of weak ionic solvents are used to separate anions and cations of a solution, with the contribution of the solvent to conductivity suppressed just prior to detection."
