"conceptid";"preflabel";"modified";"altlabel";"definition"
"BE001742";"Decapoda (ITIS: 95599: WoRMS 1130) [Stage: larvae Size: >2000um]";"9/16/2010 01:58:57";"";""
"BE001743";"Decapoda (ITIS: 95599: WoRMS 1130)";"9/16/2010 01:58:57";"";""
"BE001744";"Delphineis karstenii";"9/16/2010 01:58:57";"";""
"BE001745";"Delphineis minutissima";"9/16/2010 01:58:56";"";""
"BE001746";"Delphineis surirella (WoRMS 149180)";"9/16/2010 01:58:56";"";""
"BE001747";"Delphinidae (ITIS: 180415: WoRMS 136980)";"9/16/2010 01:58:56";"";""
"BE001748";"Delphinus delphis (ITIS: 180438: WoRMS 137094)";"9/16/2010 01:58:57";"";""
"BE001749";"Demicryptochironomus (ITIS: 129421)";"8/31/2012 15:39:47";"";""
"BE001750";"Demicryptochironomus vulneratus (ITIS: 553082)";"9/16/2010 01:58:56";"";""
"BE001751";"Dendrobranchiata (ITIS: 95600: WoRMS 106669)";"9/16/2010 01:58:56";"";""
"BE001752";"Dendrocoelum lacteum (ITIS: 204223: WoRMS 416409)";"9/16/2010 01:58:57";"";""
"BE001753";"Dendrocoelum romanodanubiale (WoRMS 394914)";"9/16/2010 01:58:57";"";""
"BE001754";"Denticulopsis (ITIS: 573603)";"8/31/2012 15:39:47";"";""
"BE001755";"Dero (ITIS: 68898)";"8/31/2012 15:39:47";"";""
"BE001756";"Dero digitata (ITIS: 68904)";"9/16/2010 01:58:56";"";""
"BE001757";"Dero dorsalis (ITIS: 68906)";"9/16/2010 01:58:56";"";""
"BE001758";"Dero nivea (ITIS: 68900)";"9/16/2010 01:58:56";"";""
"BE001759";"Dero obtusa (ITIS: 68907)";"9/16/2010 01:58:56";"";""
"BE001760";"Desmidocercidae (WoRMS 22870)";"9/16/2010 01:58:57";"";""
"BE001761";"Detonula (ITIS: 2534: WoRMS 149285)";"8/31/2012 15:39:47";"";""
"BE001762";"Detonula confervacea (ITIS: 2535: WoRMS 149286)";"9/16/2010 01:58:56";"";""
"BE001763";"Detonula pumila (ITIS: 573633: WoRMS 149647)";"9/16/2010 01:58:57";"";""
"BE001764";"Deutschlandia (WoRMS 235935)";"9/16/2010 01:58:56";"";""
"BE001765";"Deutschlandia anthos (WoRMS 235948)";"9/16/2010 01:58:57";"";""
"BE001766";"Devonia perrieri (ITIS: 205594: WoRMS 140365)";"9/16/2010 01:58:56";"";""
"BE001767";"Dexamine spinosa (ITIS: 93666: WoRMS 102135)";"9/16/2010 01:58:56";"";""
"BE001768";"Diadumene cincta (ITIS: 52747: WoRMS 100872)";"9/16/2010 01:58:57";"";""
"BE001769";"Diaixis (ITIS: 85706: WoRMS 104167) [Stage: adult Sex: male]";"8/31/2012 15:39:47";"";""
"BE001770";"Diaixis hibernica (ITIS: 205924: WoRMS 104521)";"9/16/2010 01:58:56";"";""
"BE001771";"Diamesa insignipes (ITIS: 128383)";"9/16/2010 01:58:56";"";""
"BE001772";"Diaphanosoma (ITIS: 83837: WoRMS 234062)";"8/31/2012 15:39:47";"";""
"BE001773";"Diaphanosoma brachyurum (ITIS: 83838: WoRMS 234063)";"9/16/2010 01:58:57";"";""
"BE001774";"Diaptomidae (ITIS: 85779: WoRMS 149688)";"9/16/2010 01:58:57";"";""
"BE001775";"Diaptomus (ITIS: 85780: WoRMS 247924)";"8/31/2012 15:39:47";"";""
"BE001776";"Diastylis (ITIS: 90836: WoRMS 110398)";"8/31/2012 15:39:47";"";""
"BE001777";"Diastylis bradyi (ITIS: 573798: WoRMS 110472)";"9/16/2010 01:58:56";"";""
"BE001778";"Diastylis laevis (WoRMS 110481)";"9/16/2010 01:58:56";"";""
"BE001779";"Diastylis lucifera (ITIS: 90846: WoRMS 110483)";"9/16/2010 01:58:56";"";""
"BE001780";"Diastylis rathkei (ITIS: 90852: WoRMS 110487)";"9/16/2010 01:58:56";"";""
"BE001781";"Diastylis rugosa (ITIS: 90868: WoRMS 110488)";"9/16/2010 01:58:56";"";""
"BE001782";"Diatoma (ITIS: 3214: WoRMS 149013)";"8/31/2012 15:39:47";"";""
"BE001783";"Diatoma elongatum var. actinastroides (WoRMS 164011)";"9/16/2010 01:58:56";"";""
"BE001784";"Diatoma mesodon (ITIS: 193761: WoRMS 163997)";"9/16/2010 01:58:56";"";""
"BE001785";"Diatoma problematica";"9/16/2010 01:58:56";"";""
"BE001786";"Diatoma tenue (ITIS: 3236: WoRMS 160092)";"9/16/2010 01:58:56";"";""
"BE001787";"Diatoma tenue elongatum (ITIS: 3234: WoRMS 160093)";"9/16/2010 01:58:56";"";""
"BE001788";"Diatoma vulgare (ITIS: 3219: WoRMS 149347)";"9/16/2010 01:58:56";"";""
"BE001789";"Dicellula planctonica";"9/16/2010 01:58:56";"";""
"BE001790";"Dicentrarchus labrax (ITIS: 170317: WoRMS 126975)";"9/16/2010 01:58:57";"";""
"BE001791";"Dichotomococcus";"9/16/2010 01:58:56";"";""
"BE001792";"Dichotomococcus curvatus";"9/16/2010 01:58:57";"";""
"BE001793";"Dicroerisma psilonereiella (ITIS: 183978: WoRMS 232110)";"9/16/2010 01:58:56";"";""
"BE001794";"Dicrotendipes (ITIS: 129428)";"8/31/2012 15:39:47";"";""
"BE001795";"Dicrotendipes lobiger (ITIS: 129443)";"9/16/2010 01:58:56";"";""
"BE001796";"Dicrotendipes nervosus (ITIS: 129452)";"9/16/2010 01:58:56";"";""
"BE001797";"Dictyocha (ITIS: 1804: WoRMS 157258) [Size: medium]";"8/31/2012 15:39:47";"";""
"BE001798";"Dictyocha (ITIS: 1804: WoRMS 157258)";"8/31/2012 15:39:47";"";""
"BE001799";"Dictyocha fibula (ITIS: 1805: WoRMS 157463)";"9/16/2010 01:58:56";"";""
"BE001800";"Dictyocha speculum (ITIS: 615928: WoRMS 157260)";"9/16/2010 01:58:56";"";""
"BE001801";"Dictyocysta (ITIS: 46690: WoRMS 196834)";"8/31/2012 15:39:47";"";""
"BE001802";"Dictyocysta reticulata (ITIS: 46692: WoRMS 427468)";"9/16/2010 01:58:57";"";""
"BE001803";"Dictyocysta (ITIS: 46690: WoRMS 196834) [Size: 60-79um Subgroup: sp. 1]";"9/2/2014 15:30:39";"";""
"BE001804";"Dictyocysta (ITIS: 46690: WoRMS 196834) [Size: 60-79um Subgroup: sp. 2]";"9/2/2014 15:32:58";"";""
"BE001805";"Dictyosphaerium (ITIS: 6297: WoRMS 178623)";"8/31/2012 15:39:47";"";""
"BE001806";"Dictyosphaerium ehrenbergianum (ITIS: 6299: WoRMS 178625)";"9/16/2010 01:58:56";"";""
"BE001807";"Dictyosphaerium elegans";"9/16/2010 01:58:56";"";""
"BE001808";"Dictyosphaerium pulchellum (ITIS: 6298: WoRMS 178933)";"9/16/2010 01:58:56";"";""
"BE001809";"Dictyosphaerium subsolitarium";"9/16/2010 01:58:57";"";""
"BE001810";"Dictyosphaerium tetrachotomum";"9/16/2010 01:58:56";"";""
"BE001811";"Didinium (ITIS: 46278: WoRMS 341301) [Size: 40-59um]";"8/31/2012 15:39:47";"";""
"BE001812";"Didinium (ITIS: 46278: WoRMS 341301)";"8/31/2012 15:39:47";"";""
"BE001813";"Didymocystis (ITIS: 55858: WoRMS 108733)";"8/31/2012 15:39:47";"";""
"BE001814";"Didymocystis fina";"9/16/2010 01:58:56";"";""
"BE001815";"Didymocystis inermis";"9/16/2010 01:58:56";"";""
"BE001816";"Didymocystis lineata";"9/16/2010 01:58:56";"";""
"BE001817";"Didymocystis planctonica";"9/16/2010 01:58:56";"";""
"BE001818";"Didymogenes";"9/16/2010 01:58:56";"";""
"BE001819";"Didymogenes palatinum";"9/16/2010 01:58:56";"";""
"BE001820";"Didymosphenia (ITIS: 590824: WoRMS 164021)";"8/31/2012 15:39:47";"";""
"BE001821";"Difflugia (ITIS: 43948: WoRMS 136761)";"8/31/2012 15:39:47";"";""
"BE001822";"Dikerogammarus (WoRMS 148585)";"9/16/2010 01:58:56";"";""
"BE001823";"Dikerogammarus haemobaphes (WoRMS 234073)";"9/16/2010 01:58:57";"";""
"BE001824";"Dikerogammarus villosus (WoRMS 148586)";"9/16/2010 01:58:56";"";""
"BE001825";"Dileptus (ITIS: 46291) [Size: >100um]";"8/31/2012 15:39:47";"";""
"BE001826";"Dimeregramma (ITIS: 3182: WoRMS 163233)";"8/31/2012 15:39:47";"";""
"BE001827";"Dimophyes arctica (ITIS: 51302: WoRMS 135418)";"9/16/2010 01:58:56";"";""
"BE001828";"Dinobryon (ITIS: 1515: WoRMS 157240)";"8/31/2012 15:39:47";"";""
"BE001829";"Dinobryon bavaricum (ITIS: 1522: WoRMS 157242)";"9/16/2010 01:58:56";"";""
"BE001830";"Dinobryon divergens (ITIS: 1534: WoRMS 157248)";"9/16/2010 01:58:57";"";""
"BE001831";"Dinobryon faculiferum (WoRMS 160553)";"9/16/2010 01:58:56";"";""
"BE001832";"Dinobryon petiolatum (ITIS: 1521: WoRMS 248116)";"9/16/2010 01:58:56";"";""
"BE001833";"Dinobryon sertularia (ITIS: 1517: WoRMS 157252)";"9/16/2010 01:58:57";"";""
"BE001834";"Dinobryon sociale (ITIS: 1525: WoRMS 157254)";"9/16/2010 01:58:56";"";""
"BE001835";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Stage: zoospores Subgroup: heterotrophic]";"9/16/2010 01:58:56";"";""
"BE001836";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Size: 20um Subgroup: autotrophic]";"9/16/2010 01:58:57";"";""
"BE001837";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Morphology: mandrake root Subgroup: autotrophic]";"9/16/2010 01:58:56";"";""
"BE001838";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Size: 10-20um Morphology: athecate Subgroup: autotrophic]";"9/16/2010 01:58:57";"";""
"BE001839";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Size: 20-40um Morphology: athecate Subgroup: autotrophic]";"9/16/2010 01:58:56";"";""
"BE001840";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Size: >40um Morphology: athecate Subgroup: autotrophic]";"9/16/2010 01:58:56";"";""
"BE001841";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Morphology: banana-shaped Subgroup: autotrophic]";"9/16/2010 01:58:56";"";""
"BE001842";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Stage: cysts Subgroup: autotrophic]";"9/16/2010 01:58:56";"";""
"BE001843";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Morphology: arrow-shaped Subgroup: heterotrophic]";"9/16/2010 01:58:56";"";""
"BE001844";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Morphology: mandrake root Subgroup: heterotrophic]";"9/16/2010 01:58:57";"";""
"BE001845";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Size: medium Morphology: athecate Subgroup: heterotrophic]";"9/16/2010 01:58:56";"";""
"BE001846";"Dinophyceae (ITIS: 9874: WoRMS 19542) [Stage: cysts Subgroup: heterotrophic]";"9/16/2010 01:58:56";"";""
"BE001847";"Dinophyceae (ITIS: 9874: WoRMS 19542)";"9/16/2010 01:58:57";"";""
"BE001848";"Dinophysis (ITIS: 9928: WoRMS 109462) [Size: medium]";"8/31/2012 15:39:47";"";""
"BE001849";"Dinophysis (ITIS: 9928: WoRMS 109462)";"8/31/2012 15:39:47";"";""
"BE001850";"Dinophysis (ITIS: 9928: WoRMS 109462) [Size: small]";"8/31/2012 15:39:47";"";""
"BE001851";"Dinophysis acuminata (ITIS: 9938: WoRMS 109603)";"9/16/2010 01:58:56";"";""
"BE001852";"Dinophysis acuminata (ITIS: 9938: WoRMS 109603) [Size: small]";"9/16/2010 01:58:57";"";""
"BE001853";"Dinophysis acuta (ITIS: 9930: WoRMS 109604)";"9/16/2010 01:58:56";"";""
"BE001854";"Dinophysis arctica (ITIS: 9931: WoRMS 232161)";"9/16/2010 01:58:56";"";""
"BE001855";"Dinophysis brevisulcus (WoRMS 232169)";"9/16/2010 01:58:56";"";""
"BE001856";"Dinophysis caudata (ITIS: 9939: WoRMS 109612)";"9/16/2010 01:58:56";"";""
"BE001857";"Dinophysis caudata var. abreviata";"9/16/2010 01:58:56";"";""
"BE001858";"Dinophysis contracta (WoRMS 109614)";"9/16/2010 01:58:56";"";""
"BE001859";"Dinophysis cuneus (ITIS: 9966: WoRMS 109615)";"9/16/2010 01:58:56";"";""
"BE001860";"Dinophysis dens (ITIS: 9975: WoRMS 109616)";"9/16/2010 01:58:56";"";""
"BE001861";"Dinophysis diegensis (ITIS: 9971: WoRMS 109618)";"9/16/2010 01:58:56";"";""
"BE001862";"Dinophysis doryphorum (ITIS: 9970: WoRMS 109620)";"9/16/2010 01:58:57";"";""
"BE001863";"Dinophysis exigua (ITIS: 9946: WoRMS 232185)";"9/16/2010 01:58:57";"";""
"BE001864";"Dinophysis favus (ITIS: 9965)";"9/16/2010 01:58:56";"";""
"BE001865";"Dinophysis fortii (ITIS: 9947: WoRMS 109624)";"9/16/2010 01:58:57";"";""
"BE001866";"Dinophysis hastata (ITIS: 9948: WoRMS 109627)";"9/16/2010 01:58:56";"";""
"BE001867";"Dinophysis inerme";"9/16/2010 01:58:56";"";""
"BE001868";"Dinophysis lachmannii (ITIS: 9953)";"9/16/2010 01:58:56";"";""
"BE001869";"Dinophysis lens (ITIS: 573371: WoRMS 232485)";"9/16/2010 01:58:56";"";""
"BE001870";"Dinophysis lenticula (ITIS: 9945: WoRMS 109633)";"9/16/2010 01:58:56";"";""
"BE001871";"Dinophysis nasuta (ITIS: 9978)";"9/16/2010 01:58:56";"";""
"BE001872";"Dinophysis norvegica (ITIS: 9932: WoRMS 109637)";"9/16/2010 01:58:57";"";""
"BE001873";"Dinophysis operculoides (WoRMS 109640)";"9/16/2010 01:58:57";"";""
"BE001874";"Dinophysis ovum (ITIS: 9936: WoRMS 109642)";"9/16/2010 01:58:56";"";""
"BE001875";"Dinophysis parvula (ITIS: 9950: WoRMS 109644)";"9/16/2010 01:58:56";"";""
"BE001876";"Dinophysis pulchella (ITIS: 9979: WoRMS 109649)";"9/16/2010 01:58:56";"";""
"BE001877";"Dinophysis punctata (ITIS: 9951: WoRMS 109651)";"9/16/2010 01:58:56";"";""
"BE001878";"Dinophysis recurva (ITIS: 573378: WoRMS 109654)";"9/16/2010 01:58:57";"";""
"BE001879";"Dinophysis rotundata (ITIS: 9933: WoRMS 162793)";"9/16/2010 01:58:56";"";""
"BE001880";"Dinophysis sacculus (ITIS: 573380: WoRMS 232261)";"9/16/2010 01:58:56";"";""
"BE001881";"Dinophysis schroederi (ITIS: 9954: WoRMS 232270)";"9/16/2010 01:58:56";"";""
"BE001882";"Dinophysis schuettii (ITIS: 9952: WoRMS 109657)";"9/16/2010 01:58:56";"";""
"BE001883";"Dinophysis skagii (WoRMS 109659)";"9/16/2010 01:58:56";"";""
"BE001884";"Dinophysis tripos (ITIS: 9941: WoRMS 109662)";"9/16/2010 01:58:56";"";""
"BE001885";"Dinothrix (ITIS: 10580)";"8/31/2012 15:39:47";"";""
"BE001886";"Diogenes pugilator (WoRMS 107199)";"9/16/2010 01:58:56";"";""
"BE001887";"Diphyidae (ITIS: 51270: WoRMS 135338)";"9/16/2010 01:58:56";"";""
"BE001888";"Diplochloris";"9/16/2010 01:58:57";"";""
"BE001889";"Diplochloris lunata";"9/16/2010 01:58:56";"";""
"BE001890";"Diplocirrus glaucus (ITIS: 67264: WoRMS 130100)";"9/16/2010 01:58:56";"";""
"BE001891";"Diplodinium lunula (ITIS: 180939)";"9/16/2010 01:58:57";"";""
"BE001892";"Diploneis (ITIS: 4325: WoRMS 149018)";"8/31/2012 15:39:47";"";""
"BE001893";"Diploneis bombus (ITIS: 4333: WoRMS 149194)";"9/16/2010 01:58:56";"";""
"BE001894";"Diploneis crabro (ITIS: 4334: WoRMS 149396)";"9/16/2010 01:58:56";"";""
"BE001895";"Diploneis didyma (ITIS: 4348: WoRMS 149195)";"9/16/2010 01:58:56";"";""
"BE001896";"Diploneis interrupta (ITIS: 4340: WoRMS 149019)";"9/16/2010 01:58:57";"";""
"BE001897";"Diploneis smithii (ITIS: 4328: WoRMS 149397)";"9/16/2010 01:58:56";"";""
"BE001898";"Diploneis subcincta (ITIS: 4332: WoRMS 179973)";"9/16/2010 01:58:56";"";""
"BE001899";"Diplopelta pusilla (WoRMS 110134)";"9/16/2010 01:58:57";"";""
"BE001900";"Diplopeltopsis (ITIS: 10197: WoRMS 109536) [Stage: cysts]";"8/31/2012 15:39:47";"";""
"BE001901";"Diplopeltopsis (ITIS: 10197: WoRMS 109536)";"8/31/2012 15:39:47";"";""
"BE001902";"Diplopsalis (ITIS: 10169: WoRMS 109515)";"8/31/2012 15:39:47";"";""
"BE001903";"Diplopsalis asymmetrica (ITIS: 10170: WoRMS 233741)";"9/16/2010 01:58:56";"";""
"BE001904";"Diplopsalis lenticula (ITIS: 10171: WoRMS 110001)";"9/16/2010 01:58:56";"";""
"BE001905";"Diplopsalopsis (ITIS: 10199: WoRMS 109537)";"8/31/2012 15:39:47";"";""
"BE001906";"Diplopsalopsis asymmetrica (ITIS: 550465)";"9/16/2010 01:58:57";"";""
"BE001907";"Diplopsalopsis orbicularis (ITIS: 10200: WoRMS 110139)";"9/16/2010 01:58:56";"";""
"BE001908";"Diplostauron";"9/16/2010 01:58:56";"";""
"BE001909";"Diptera (ITIS: 118831: WoRMS 118088)";"9/16/2010 01:58:56";"";""
"BE001910";"Discosphaera (ITIS: 2255: WoRMS 235951)";"8/31/2012 15:39:47";"";""
"BE001911";"Discosphaera tubifer (ITIS: 2256: WoRMS 615464)";"8/21/2014 01:50:50";"";""
"BE001912";"Discosphaera tubifer + Papposphaera lepida (ITIS: 610061: WoRMS 115059)";"9/16/2010 01:58:56";"";""
"BE001913";"Disparalona rostrata (ITIS: 84102: WoRMS 148402)";"9/16/2010 01:58:56";"";""
"BE001914";"Dissodinium (ITIS: 180938: WoRMS 109569)";"8/31/2012 15:39:47";"";""
"BE001915";"Dissodinium pseudocalani (WoRMS 110324)";"9/16/2010 01:58:56";"";""
"BE001916";"Dissodinium pseudolunula (ITIS: 550492: WoRMS 110325)";"9/16/2010 01:58:57";"";""
"BE001917";"Dissodinium pseudonoctiluca";"9/16/2010 01:58:56";"";""
"BE001918";"Dissodium (ITIS: 10338: WoRMS 109570)";"8/31/2012 15:39:47";"";""
"BE001919";"Dissodium asymmetricum (ITIS: 10339: WoRMS 110326)";"9/16/2010 01:58:56";"";""
"BE001920";"Distephanus (ITIS: 1808: WoRMS 160554)";"8/31/2012 15:39:47";"";""
"BE001921";"Distephanus speculum (ITIS: 1810: WoRMS 160555)";"9/16/2010 01:58:57";"";""
"BE001922";"Ditylum (ITIS: 2926: WoRMS 149022)";"8/31/2012 15:39:47";"";""
"BE001923";"Ditylum brightwellii (ITIS: 2928: WoRMS 149023)";"9/16/2010 01:58:56";"";""
"BE001924";"Dixella (ITIS: 125854)";"8/31/2012 15:39:47";"";""
"BE001925";"Dodecaceria concharum (ITIS: 67166: WoRMS 129967)";"9/16/2010 01:58:57";"";""
"BE001926";"Dolichopodidae (ITIS: 136824: WoRMS 150930)";"9/16/2010 01:58:56";"";""
"BE001927";"Doliolida (ITIS: 159637: WoRMS 137212) [Size: 1000-2000um]";"9/16/2010 01:58:56";"";""
"BE001928";"Doliolida (ITIS: 159637: WoRMS 137212) [Size: 200-500um]";"9/16/2010 01:58:56";"";""
"BE001929";"Doliolida (ITIS: 159637: WoRMS 137212) [Size: 500-1000um]";"9/16/2010 01:58:56";"";""
"BE001930";"Doliolida (ITIS: 159637: WoRMS 137212) [Size: >2000um]";"9/16/2010 01:58:56";"";""
"BE001931";"Doliolida (ITIS: 159637: WoRMS 137212)";"9/16/2010 01:58:57";"";""
"BE001932";"Donacia (ITIS: 114510)";"8/31/2012 15:39:47";"";""
"BE001933";"Donax vittatus (ITIS: 81251: WoRMS 139604)";"9/16/2010 01:58:57";"";""
"BE001934";"Dosinia (ITIS: 81488: WoRMS 138636)";"8/31/2012 15:39:47";"";""
"BE001935";"Dosinia exoleta (ITIS: 81491: WoRMS 141911)";"9/16/2010 01:58:56";"";""
"BE001936";"Dosinia lupinus (ITIS: 81492: WoRMS 141912)";"9/16/2010 01:58:56";"";""
"BE001937";"Dreissena (ITIS: 81338: WoRMS 181565)";"8/31/2012 15:39:47";"";""
"BE001938";"Dreissena polymorpha (ITIS: 81339: WoRMS 181566)";"9/16/2010 01:58:56";"";""
"BE001939";"Drepanopsis (ITIS: 85364: WoRMS 149747) [Stage: copepodites plus adults]";"8/31/2012 15:39:47";"";""
"BE001940";"Drepanopus (ITIS: 610023: WoRMS 149746) [Size: 1000-2000um]";"8/31/2012 15:39:47";"";""
"BE001941";"Drepanopus (ITIS: 610023: WoRMS 149746) [Size: 200-500um]";"8/31/2012 15:39:47";"";""
"BE001942";"Drepanopus (ITIS: 610023: WoRMS 149746) [Size: 500-1000um]";"8/31/2012 15:39:47";"";""
"BE001943";"Drepanopus (ITIS: 610023: WoRMS 149746) [Size: >2000um]";"8/31/2012 15:39:47";"";""
"BE001944";"Drepanopus (ITIS: 610023: WoRMS 149746)";"8/31/2012 15:39:47";"";""
"BE001945";"Druridgea (ITIS: 2377: WoRMS 179989)";"8/31/2012 15:39:47";"";""
"BE001946";"Dryopidae (ITIS: 113999)";"9/16/2010 01:58:57";"";""
"BE001947";"Dryops (ITIS: 114025)";"8/31/2012 15:39:47";"";""
"BE001948";"Dryops auriculatus";"9/16/2010 01:58:57";"";""
"BE001949";"Duboscquella (ITIS: 10527)";"8/31/2012 15:39:47";"";""
"BE001950";"Dugesia (ITIS: 54503: WoRMS 181568)";"8/31/2012 15:39:47";"";""
"BE001951";"Dugesia lugubris (ITIS: 204228: WoRMS 181569)";"9/16/2010 01:58:56";"";""
"BE001952";"Dugesia polychroa (ITIS: 54506: WoRMS 416411)";"9/16/2010 01:58:56";"";""
"BE001953";"Dugesia tigrina (ITIS: 54504: WoRMS 234094)";"9/16/2010 01:58:56";"";""
"BE001954";"Dyopedos (ITIS: 656582: WoRMS 101736)";"8/31/2012 15:39:47";"";""
"BE001955";"Dysteria (WoRMS 178688) [Size: 20-39um]";"9/16/2010 01:58:56";"";""
"BE001956";"Dytiscidae (ITIS: 111963: WoRMS 150718)";"9/16/2010 01:58:56";"";""
"BE001957";"Dytiscus circumcinctus (ITIS: 112134)";"9/16/2010 01:58:56";"";""
"BE001958";"Ebalia (ITIS: 98377: WoRMS 106889)";"8/31/2012 15:39:47";"";""
"BE001959";"Ebalia cranchi (ITIS: 98384)";"9/16/2010 01:58:56";"";""
"BE001960";"Ebalia tuberosa (ITIS: 98378: WoRMS 107301)";"9/16/2010 01:58:56";"";""
"BE001961";"Ebria (ITIS: 1813: WoRMS 118014)";"8/31/2012 15:39:47";"";""
"BE001962";"Ebria tripartita (ITIS: 1814: WoRMS 118051)";"9/16/2010 01:58:56";"";""
"BE001963";"Ecdyonurus";"9/16/2010 01:58:57";"";""
"BE001964";"Echiichthys vipera (ITIS: 630409: WoRMS 150630)";"9/16/2010 01:58:56";"";""
"BE001965";"Echinocardium (ITIS: 158128: WoRMS 123426)";"8/31/2012 15:39:47";"";""
"BE001966";"Echinocardium cordatum (ITIS: 158129: WoRMS 124392)";"9/16/2010 01:58:56";"";""
"BE001967";"Echinocardium flavescens (ITIS: 158130: WoRMS 124394)";"9/16/2010 01:58:57";"";""
"BE001968";"Echinocyamus pusillus (ITIS: 158004: WoRMS 124273)";"9/16/2010 01:58:56";"";""
"BE001969";"Echinodermata (ITIS: 156857: WoRMS 1806) [Size: >300um]";"9/16/2010 01:58:56";"";""
"BE001970";"Echinodermata (ITIS: 156857: WoRMS 1806) [Stage: larvae]";"9/16/2010 01:58:56";"";""
"BE001971";"Echinodermata (ITIS: 156857: WoRMS 1806) [Stage: larvae Size: 1000-2000um]";"9/16/2010 01:58:56";"";""
"BE001972";"Echinodermata (ITIS: 156857: WoRMS 1806) [Stage: larvae Size: 200-500um]";"9/16/2010 01:58:57";"";""
"BE001973";"Echinodermata (ITIS: 156857: WoRMS 1806) [Stage: larvae Size: 500-1000um]";"9/16/2010 01:58:56";"";""
"BE001974";"Echinodermata (ITIS: 156857: WoRMS 1806) [Stage: larvae Size: >2000um]";"9/16/2010 01:58:57";"";""
"BE001975";"Echinodermata (ITIS: 156857: WoRMS 1806) [Stage: postlarvae]";"9/16/2010 01:58:56";"";""
"BE001976";"Echinogammarus ischnus (ITIS: 656834: WoRMS 490104)";"9/16/2010 01:58:56";"";""
"BE001977";"Echinoidea (ITIS: 157821: WoRMS 123082)";"9/16/2010 01:58:56";"";""
"BE001978";"Echiurus echiurus (ITIS: 155054: WoRMS 110377)";"9/16/2010 01:58:57";"";""
"BE001979";"Ecnomus (ITIS: 568779)";"8/31/2012 15:39:47";"";""
"BE001980";"Ecnomus tenellus (ITIS: 568814)";"9/16/2010 01:58:56";"";""
"BE001981";"Ectoprocta (ITIS: 155470: WoRMS 2601)";"9/16/2010 01:58:56";"";""
"BE001982";"Edwardsia (ITIS: 52488: WoRMS 100730)";"8/31/2012 15:39:47";"";""
"BE001983";"Edwardsia claparedii (ITIS: 204161: WoRMS 100880)";"9/16/2010 01:58:57";"";""
"BE001984";"Egretta alba (ITIS: 174818: WoRMS 212664)";"9/16/2010 01:58:56";"";""
"BE001985";"Egretta garzetta (ITIS: 174816: WoRMS 159115)";"9/16/2010 01:58:56";"";""
"BE001986";"Einfeldia (ITIS: 129459: WoRMS 181570)";"8/31/2012 15:39:47";"";""
"BE001987";"Einfeldia carbonaria (WoRMS 181571)";"9/16/2010 01:58:57";"";""
"BE001988";"Einfeldia dissidens (ITIS: 568524)";"9/16/2010 01:58:56";"";""
"BE001989";"Einfeldia insolita";"9/16/2010 01:58:57";"";""
"BE001990";"Einfeldia pagana (ITIS: 129465)";"9/16/2010 01:58:57";"";""
"BE001991";"Eiseniella";"9/16/2010 01:58:56";"";""
"BE001992";"Eiseniella tetraedra";"9/16/2010 01:58:56";"";""
"BE001993";"Elakatothrix (ITIS: 9412)";"8/31/2012 15:39:47";"";""
"BE001994";"Elakatothrix genevensis (ITIS: 9415)";"9/16/2010 01:58:57";"";""
"BE001995";"Elakatothrix gloeocystiformis";"9/16/2010 01:58:56";"";""
"BE001996";"Elakatothrix subacuta";"9/16/2010 01:58:56";"";""
"BE001997";"Elasmopus rapax (ITIS: 93763: WoRMS 102805)";"9/16/2010 01:58:56";"";""
"BE001998";"Electra pilosa (ITIS: 155868: WoRMS 111355)";"9/16/2010 01:58:56";"";""
"BE001999";"Ellobiidae (ITIS: 76453: WoRMS 198)";"9/16/2010 01:58:56";"";""
"BE002000";"Elmidae (ITIS: 114093)";"9/16/2010 01:58:56";"";""
"BE002001";"Elminius modestus (ITIS: 206264: WoRMS 106209)";"9/16/2010 01:58:56";"";""
"BE002002";"Elmis (ITIS: 114255)";"8/31/2012 15:39:47";"";""
"BE002003";"Elophila nymphaeata";"9/16/2010 01:58:56";"";""
"BE002004";"Elysia viridis (ITIS: 77941: WoRMS 139686)";"9/16/2010 01:58:56";"";""
"BE002005";"Emiliania huxleyi (ITIS: 2251: WoRMS 115104)";"9/16/2010 01:58:57";"";""
"BE002006";"Emiliania huxleyi + coccospheres (5um) (ITIS: 2251: WoRMS 115104)";"9/16/2010 01:58:57";"";""
"BE002007";"Empididae (ITIS: 135830: WoRMS 150933)";"9/16/2010 01:58:56";"";""
"BE002008";"Enallagma cyathigerum (ITIS: 102124)";"9/16/2010 01:58:56";"";""
"BE002009";"Enchytraeidae (ITIS: 68510: WoRMS 2038)";"9/16/2010 01:58:56";"";""
"BE002010";"Endictya (ITIS: 2351: WoRMS 157443)";"8/31/2012 15:39:47";"";""
