"conceptid";"preflabel";"modified";"altlabel";"definition"
"CS003468";"ISMAR octachlorobiphenyls";"8/9/2017 19:21:57";"ISMAR 8Cl PCBs";"A mixture of PCBs with eight chlorine atoms considered a group by the Italian CNR ISMAR laboratory (PCB-194+195+196+197+201+203+205)."
"CS003469";"ISMAR pentachlorobiphenyls";"8/9/2017 19:21:57";"ISMAR 5Cl PCBs";"A mixture of PCBs with five chlorine atoms considered a group by the Italian CNR ISMAR laboratory (PCB-82+83+84+85+87+90+91+92+93+95+97+99+101+103+104+105+109+110+114+115+118+119+123)."
"CS003470";"carbonate-associated and surface absorbed total manganese";"8/4/2019 01:33:53";"";"Manganese in all oxidation states classified as being bound in carbonate or surface associations.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003471";"organic matter- and sulphide-associated total manganese";"8/4/2019 01:33:53";"";"Manganese in all oxidation states classified as being bound in association with organic matter and, when present, sulphides.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003472";"17beta(H),21beta(H)-bis homohopane methyl ester";"8/9/2017 19:21:57";"";"Methyl ester based on the 5-ring terpene hopane. Biomarker."
"CS003473";"palythine-serine";"8/9/2017 19:21:57";"";"Micosporine-like amino acid biomarker"
"CS003474";"mycosporine-taurine";"8/9/2017 19:21:57";"";"Micosporine-like amino acid with a peak UV absorbance of 309 nm."
"CS003475";"mycosporine-glycine";"8/9/2017 19:21:57";"";"Micosporine-like amino acid with a peak UV absorbance of 310 nm."
"CS003476";"mycosporine-methylamine-serine";"8/9/2017 19:21:57";"";"Micosporine-like amino acid with a peak UV absorbance of 327 nm."
"CS003477";"mycosporine-methylamine-threonine";"8/9/2017 19:21:57";"";"Micosporine-like amino acid with a peak UV absorbance of 327 nm."
"CS003478";"mycosporine-2-glycine";"8/9/2017 19:21:57";"";"Micosporine-like amino acid with a peak UV absorbance of 334 nm."
"CS003479";"mycosporine-335/360";"8/9/2017 19:21:57";"M-335/360";"Micosporine-like amino acid with a peak UV absorbance of 335 nm and a shoulder peak at 360 nm."
"CS003480";"alpha emitters";"8/9/2017 19:21:57";"";"A mixture of radioactive isotopes that emit alpha particles (helium nucleii) when they decay."
"CS003481";"mycosporine-320";"8/9/2017 19:21:57";"M-320";"Micosporine-like amino acids with a peak UV absorbance of 320 nm. Includes palythine, palythine-serine and palythine-serine sulphate."
"CS003482";"1,3-dimethylbenzene+1,4-dimethylbenzene";"6/30/2020 18:08:32";"1,3+1,4-xylene m+p-xylene CAS108-38-3+106-42-3";"Mixture of two methyl benzene isomers: 1,3-xylene or m-xylene and 1,4-xylene or p-xylene."
"CS003483";"beta emitters";"8/9/2017 19:21:57";"";"A mixture of radioactive isotopes that emit beta particles (electrons) when they decay."
"CS003484";"Z-palythenic acid";"8/9/2017 19:21:57";"cis-palythenic acid";"Mycosporine-like amino acid cis isomer. Marine microbial metabolite."
"CS003485";"E-palythenic acid";"8/9/2017 19:21:57";"trans-palythenic acid";"Mycosporine-like amino acid trans isomer. Marine microbial metabolite."
"CS003486";"porphyra-334";"8/9/2017 19:21:57";"Mytilin B";"Mycosporine-like amino acid."
"CS003487";"oil and grease";"8/9/2017 19:21:57";"not specified.";"Non-volatile (solid or liquid at room temperature) compounds soluble in n-hexane."
"CS003488";"methyldibenzothiophenes";"8/9/2017 19:21:57";"";"One of the isomers of methyldibenzothiophene or a mixture of the isomers in any proportion. Methyldibenzothiophene is a compound with two benzene rings joined by a C-C bond and a sulphur atom."
"CS003489";"phosphatidylcholine";"8/9/2017 19:21:57";"PC";"Phospholipid used as a pharmaceutical. A glycerophosphocholine that is glycero-3-phosphocholine bearing two acyl substituents at positions 1 and 2."
"CS003490";"28,30-bis norhopane";"8/9/2017 19:21:57";"";"Polycyclic aliphatic hydrocarbon found in oil shales that can provide depositional environment indication."
"CS003491";"palythine-serine sulphate";"8/9/2017 19:21:57";"palythine-serine sulfate";"Salt of a micosporine-like amino acid."
"CS003492";"adenylates";"8/9/2017 19:21:57";"";"A mixture of salts, anions, or esters of adenylic acid."
"CS003493";"methylnapthalenes";"8/9/2017 19:21:57";"C1-naphthalenes";"A mixture of the isomers of napthalene (two fused benzene rings) with a single methyl group attached."
"CS003494";"trimethylnaphthalenes";"8/9/2017 19:21:57";"";"A mixture of the isomers of napthalene (two fused benzene rings) with three methyl groups attached."
"CS003495";"dimethylnaphthalenes";"8/18/2021 12:56:45";"";"Mixture or sum of the undifferentiated isomers of napthalene (two fused benzene rings) with two methyl groups attached with chemical formula C12H12."
"CS003496";"methylphenanthrenes";"8/9/2017 19:21:57";"";"A mixture of the isomers of phenanthrene (three fused benzene rings) with a single methyl group attached."
"CS003497";"methyl 3-hydroxy octadecanoate";"8/9/2017 19:21:57";"";"Beta-hydroxy methyl ester of the 18-carbon fatty acid octadecanoic acid. Biomarker of endotoxin."
"CS003498";"moderately-reducible copper";"8/4/2019 01:33:53";"";"Copper classified as being bound in moderately reducible associations (e.g. oxide-associated bonds).This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003499";"loosely-held copper";"8/4/2019 01:33:53";"";"Copper classified as being in 'loosely held' or 'exchangeable' associations.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003500";"easily-reducible copper";"8/4/2019 01:33:53";"";"Copper classified as being bound in easily reducible associations.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003501";"carbonate-associated and surface absorbed copper";"8/4/2019 01:33:53";"";"Copper classified as being bound in carbonate or surface associations.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003502";"organic matter- and sulphide-associated copper";"8/4/2019 01:33:53";"";"Copper classified as being bound in association with organic matter and, when present, sulphides.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003503";"dimethylsulphoniopropionate lyase";"8/9/2017 19:21:57";"dimethylsulfoniopropionate lyase";"Enzymes that cleave DMSP into DMS plus other organic compounds."
"CS003504";"moderately-reducible total iron";"8/4/2019 01:33:53";"";"Iron in all oxidation states classified as being bound in moderately reducible associations (e.g. oxide-associated bonds).This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003505";"loosely-held total iron";"8/4/2019 01:33:53";"";"Iron in all oxidation states classified as being in 'loosely held' or 'exchangeable' associations.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003506";"easily-reducible total iron";"8/4/2019 01:33:53";"";"Iron in all oxidation states classified as being bound in easily reducible associations.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003507";"carbonate-associated and surface absorbed total iron";"8/4/2019 01:33:53";"";"Iron in all oxidation states classified as being bound in carbonate or surface associations.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003508";"organic matter- and sulphide-associated total iron";"8/4/2019 01:33:53";"";"Iron in all oxidation states classified as being bound in association with organic matter and, when present, sulphides.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003509";"total iron ion";"8/9/2017 19:21:57";"Fe(2+)+Fe(3+)";"Iron in any oxidation state as free ions (i.e. not bound into ligands) in aqueous solution."
"CS003510";"moderately-reducible total manganese";"8/4/2019 01:33:53";"";"Manganese in all oxidation states classified as being bound in moderately reducible associations (e.g. oxide-associated bonds).This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003511";"loosely-held total manganese";"8/4/2019 01:33:53";"";"Manganese in all oxidation states classified as being in 'loosely held' or 'exchangeable' associations.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003512";"easily-reducible total manganese";"8/4/2019 01:33:53";"";"Manganese in all oxidation states classified as being bound in easily reducible associations.This is an operational classification (see e.g. Chester et al 1988 https://doi.org/10.1016/0304-4203(88)90036-9)."
"CS003513";"mycosporine sulphate ester";"8/9/2017 19:21:57";"mycosporine sulfate ester";"Sulphate ester of the amino acid mycosporine."
"CS003514";"manganese (II,III) oxide";"8/9/2017 19:21:57";"Mn3O4";"The compound of divalent (Mn II) and trivalent (Mn III) manganese and oxygen."
"CS003515";"manganese dioxide";"8/9/2017 19:21:57";"MnO2";"The compound of tetravalent manganese (Mn IV) and oxygen."
"CS003516";"12-hydroxymethylhexacosanoate";"8/9/2017 19:21:57";"";"The methyl ester of the 26-carbon saturated fatty acid hexacosanoic acid with a hydroxyl group attached at position 12."
"CS003517";"12-hydroxymethyloctacosanoate";"8/9/2017 19:21:57";"";"The methyl ester of the 28-carbon saturated fatty acid octacosanoic acid with a hydroxyl group attached at position 12."
"CS003518";"mycosporine-like amino acids";"8/9/2017 19:21:57";"MAAs";"Water-soluble UV-absorbing secondary metabolites characterized by a cyclohexenone or cycloheximine chromophore conjugated with the nitrogen substituents of amino acids or their imino alcohols."
"CS003519";"dimethylphenanthrenes";"8/9/2017 19:21:57";"";"A mixture of the isomers of phenanthrene (three fused benzene rings) with two methyl groups attached."
"CS003520";"4,4'-dichlorodiphenyltrichloroethane + 2,4'-dichlorodiphenyltrichloroethane";"8/9/2017 19:21:57";"pDDT+oDDT CAS 50-29-3+CAS 789-02-6 DDTs";"A mixture of the orto and para isomers of the pesticide DDT in any proportion."
"CS003521";"hexachlorocyclohexanes";"1/18/2021 09:42:35";"t-HCH";"A mixture of any isomers of C6H6Cl6 in any proportion, sometimes referred to as 'technical hexachlorocyclohexane'."
"CS003522";"alpha-endosulphan+beta-endosulphan+endosulphan sulphate";"8/9/2017 19:21:57";"CAS 959-98-8+CAS 33213-65-9+CAS 1031-07-8 alpha-endosulfan+beta-endosulfan+endosulfan sulfate";"A mixture of three pesticides in any proportion."
"CS003523";"amino-glucose and amino-galactose";"8/9/2017 19:21:57";"amino sugars";"A mixture of two of the amino sugars group (sugars with a hydroxyl replaced by an amino group)."
"CS003524";"dimethyl sulphide+dimethylsulphoniopropionate";"8/9/2017 19:21:57";"DMS+DMSP dimethyl sulfide+dimethylsulfoniopropionate";"A mixture of two organosulphur compounds."
"CS003525";"methyl 3-hydroxy heptadecanoate";"8/9/2017 19:21:57";"";"Beta-hydroxy methyl ester of the 17-carbon fatty acid heptadecanoic acid."
"CS003526";"plutonium-239+plutonium-240";"8/9/2017 19:21:57";"239Pu+240Pu";"A mixture of two radioactive isotopes of plutonium."
"CS003527";"iodine monoxide radical";"8/9/2017 19:21:57";"IO radical";"A molecule containing an iodine atom, an oxygen atom and an unpaired electron."
"CS003528";"cis-11-nonadecenoic acid";"8/9/2017 19:21:57";"";"A nonadecenoic (19-carbon) monounsaturated fatty acid having a cis double bond at position 11."
"CS003529";"cis-9-nonadecenoic acid";"8/9/2017 19:21:57";"";"A nonadecenoic (19-carbon) monounsaturated fatty acid having a cis double bond at position 9."
"CS003530";"PstS";"8/9/2017 19:21:57";"PSTS";"A phosphate binding protein."
"CS003531";"iron-57";"8/9/2017 19:21:57";"57Fe";"A stable isotope of iron."
"CS003532";"hexadecenoic acids";"8/9/2017 19:21:57";"";"A straight-chain 16-carbon monounsaturated fatty acid. The double bond may be in any feasible position in the chain. May also describe a mixture of isomers fitting this description."
"CS003533";"octadecenoic acids";"8/9/2017 19:21:57";"";"A straight-chain 18-carbon monounsaturated fatty acid. The double bond may be in any feasible position in the chain. May also describe a mixture of isomers fitting this description."
"CS003534";"methylnonadecanoic acids";"8/9/2017 19:21:57";"";"A straight-chain 19-carbon unsaturated fatty acid with a methyl group attached in place of one of the hydrogens along the chain. May also describe a mixture of isomers fitting this description."
"CS003535";"unicosanedioic acid";"8/9/2017 19:21:57";"";"A straight-chain 21-carbon alpha-omega alkanadioic acid (straight-chain fatty acid with two carboxyllic groups)."
"CS003536";"docosenoic acids";"8/9/2017 19:21:57";"";"A straight-chain 22-carbon monounsaturated fatty acid. The double bond may be in any feasible position in the chain. May also describe a mixture of isomers fitting this description."
"CS003537";"tetracosenoic acids";"8/9/2017 19:21:57";"";"A straight-chain 24-carbon monounsaturated fatty acid. The double bond may be in any feasible position in the chain. May also describe a mixture of isomers fitting this description."
"CS003538";"heptacosenoic acids";"8/9/2017 19:21:57";"";"A straight-chain 27-carbon monounsaturated fatty acid. The double bond may be in any feasible position in the chain. May also describe a mixture of isomers fitting this descroption."
"CS003539";"sulphoquinovosyldiacylglycerol";"8/9/2017 19:21:57";"SQDG sulfoquinovosyldiacylglycerol";"A sulfolipid found in abundance in photosynthetic organelles in plants and algae."
"CS003540";"7-tetradecenoic acid";"8/9/2017 19:21:57";"7-myristoleic acid";"A tetradecenoic (14-carbon) monounsaturated fatty acid having its double bond in the 7-position."
"CS003541";"17beta(H),21beta(H)-bis homohopanol";"8/9/2017 19:21:57";"";"Alcohol based on the 5-ring terpene hopane. Biomarker."
"CS003542";"17beta(H),21beta(H)-homohopanol";"8/9/2017 19:21:57";"";"Alcohol based on the 5-ring terpene hopane. Biomarker."
"CS003543";"17beta(H),21beta(H)-hopanol";"8/9/2017 19:21:57";"";"Alcohol based on the 5-ring terpene hopane. Biomarker."
"CS003544";"methyl 2-hydroxy hexadecanoate";"8/9/2017 19:21:57";"";"Alpha-hydroxy methyl ester of the 16-carbon fatty acid hexadecanoic acid."
"CS003545";"methyl 2-hydroxy heptadecanoate";"8/9/2017 19:21:57";"";"Alpha-hydroxy methyl ester of the 17-carbon fatty acid heptadecanoic acid."
"CS003546";"methyl 2-hydroxy octadecanoate";"8/9/2017 19:21:57";"";"Alpha-hydroxy methyl ester of the 18-carbon fatty acid octadecanoic acid."
"CS003547";"methyl 2-hydroxy docosanoate";"8/9/2017 19:21:57";"behenic acid methyl ester";"Alpha-hydroxy methyl ester of the 22-carbon fatty acid docosanoic acid (behenic acid)."
"CS003548";"methyl 2-hydroxy tetracosanoate";"8/9/2017 19:21:57";"";"Alpha-hydroxy methyl ester of the 24-carbon fatty acid tetracosanoic acid."
"CS003549";"lysine";"8/9/2017 19:21:57";"Lys K";"An amino acid that is used in the biosynthesis of proteins."
"CS003550";"cis-3-eicosenoic acid";"8/9/2017 19:21:57";"";"An eicosenoic (20-carbon) monounsaturated fatty acid having a cis double bond at position 3."
"CS003551";"radium-223";"5/17/2021 22:50:38";"223Ra";"An isotope of the chemical element radium, one of six chemical elements classified as an alkaline earth metal. Its atomic number is 88."
"CS003552";"cis-12,cis15-octadecadienoic acid";"8/9/2017 19:21:57";"";"An octadecadienoic (18-carbon) polyunsaturated fatty acid having cis double bonds in the 12 and 15-positions."
"CS003553";"cis-3,cis-6,cis-9,cis-12,cis-15 octadecapentaenoic acid";"8/9/2017 19:21:57";"";"An octadecapentaenoic (18-carbon) polyunsaturated fatty acid having cis double bonds in the 3, 6, 9, 12 and 15-positions."
"CS003554";"cis-3,cis-6,cis-9,cis-12-octadecatetraenoic acid";"8/9/2017 19:21:57";"";"An octadecatetraenoic (18-carbon) polyunsaturated fatty acid having cis double bonds in the 3, 6, 9 and 12-positions."
"CS003555";"cis-6-octadecenoic acid";"8/9/2017 19:21:57";"petroselinic acid";"An octadecenoic (18-carbon) monounsaturated fatty acid having a cis double bond at position 6."
"CS003556";"trans-6-octadecenoic acid";"8/9/2017 19:21:57";"petroselaidic acid";"An octadecenoic (18-carbon) monounsaturated fatty acid having a trans double bond at position 6."
"CS003557";"phospholipids";"8/9/2017 19:21:57";"";"Any lipid or mixture of lipids containing phosphoric acid as a mono- or di-ester. The term encompasses phosphatidic acids and phosphoglycerides."
"CS003558";"rhodamines";"8/9/2017 19:21:57";"";"Any member or members of the rhodamine family of fluorescent dyes."
"CS003559";"shinorine methyl esters";"8/9/2017 19:21:57";"M-333";"Any methyl ester (2 possible isomers) or an isomer mixture formed from the mycosprorine-like amino acid shinorine."
"CS003560";"free amino acids";"8/9/2017 19:21:57";"";"Any organic compounds containing an amine and a carboxyl functional groups free to react with orthopthalic acid in aqueous solution."
"CS003561";"hydrolysable amino acids";"8/9/2017 19:21:57";"";"Any organic compounds containing an amine and a carboxyl functional groups that may be cleaved by chemical reaction with water.."
"CS003562";"amino acids";"8/9/2017 19:21:57";"";"Any organic compounds containing an amine and a carboxyl functional groups."
"CS003563";"oxalate";"8/9/2017 19:21:57";"C2O4";"Any salt or ester of oxalic acid."
"CS003564";"soluble iron-57";"8/9/2017 19:21:57";"soluble_57Fe";"Atom of specified isotope that is incorporated into any compound which is readily dissolved in water."
"CS003565";"methyl 3-hydroxy pentadecanoate";"8/9/2017 19:21:57";"";"Beta-hydroxy methyl ester of the 15-carbon fatty acid pentadecanoic acid."
"CS003566";"methyl 3-hydroxy hexadecanoate";"8/9/2017 19:21:57";"";"Beta-hydroxy methyl ester of the 16-carbon fatty acid hexadecanoic acid."
"CS003567";"hexatriaconta-16E,23E-dien-2-one";"8/9/2017 19:21:57";"C36:2 methyl ketone";"A 36-carbon alkenone (long-chain unsaturated ketone) with two double bonds and the oxygen bonded to carbon 2. Biomarker and palaeoclimate indicator."
"CS003568";"methyl heptatriaconta-7E,14E,21E-trienoate";"8/9/2017 19:21:57";"C37:3O methyl ester";"A 37-carbon alkenoate (long-chain unsaturated ester) with three double bonds. Biomarker and palaeoclimate indicator."
"CS003569";"11-methyl-dodecanoate (iso)";"8/9/2017 19:21:57";"";"12-carbon unsaturated fatty acid methyl ester with methyl group on penultimate carbon atom"
"CS003570";"10-methyl-dodecanoate (anteiso)";"8/9/2017 19:21:57";"";"12-carbon unsaturated fatty acid methyl ester with methyl group on the carbon before the penultimate catbon atom"
"CS003571";"12-methyl-tridecanoate (iso)";"8/9/2017 19:21:57";"";"13-carbon unsaturated fatty acid methyl ester with methyl group on penultimate carbon atom"
"CS003572";"11-methyl-tridecanoate (anteiso)";"8/9/2017 19:21:57";"";"13-carbon unsaturated fatty acid methyl ester with methyl group on the carbon before the penultimate catbon atom"
"CS003573";"13-methyl-tetradecanoate (iso)";"8/9/2017 19:21:57";"";"14-carbon unsaturated fatty acid methyl ester with methyl group on penultimate carbon atom"
"CS003574";"12-methyl-tetradecanoate (anteiso)";"8/9/2017 19:21:57";"";"14-carbon unsaturated fatty acid methyl ester with methyl group on the carbon before the penultimate catbon atom"
"CS003575";"14-methyl-pentadecanoate (iso)";"8/9/2017 19:21:57";"";"15-carbon unsaturated fatty acid methyl ester with methyl group on penultimate carbon atom"
"CS003576";"13-methyl-pentadecanoate (anteiso)";"8/9/2017 19:21:57";"";"15-carbon unsaturated fatty acid methyl ester with methyl group on the carbon before the penultimate catbon atom"
"CS003577";"14-methyl-hexadecanoate (iso)";"8/9/2017 19:21:57";"";"16-carbon unsaturated fatty acid methyl ester with methyl group on penultimate carbon atom"
"CS003578";"15-methyl-hexadecanoate (iso)";"8/9/2017 19:21:57";"";"16-carbon unsaturated fatty acid methyl ester with methyl group on penultimate carbon atom"
"CS003579";"14-methyl-hexadecanoate (anteiso)";"8/9/2017 19:21:57";"";"16-carbon unsaturated fatty acid methyl ester with methyl group on the carbon before the penultimate catbon atom"
"CS003580";"16-methyl-heptadecanoate (iso)";"8/9/2017 19:21:57";"";"17-carbon unsaturated fatty acid methyl ester with methyl group on penultimate carbon atom"
"CS003581";"15-methyl-heptadecanoate (anteiso)";"8/9/2017 19:21:57";"";"17-carbon unsaturated fatty acid methyl ester with methyl group on the carbon before the penultimate catbon atom"
"CS003582";"20-methyldocosanoic acid";"8/9/2017 19:21:57";"20-methylbehenic acid";"23-carbon methyl-branched fatty acid that is docosanoic acid (behenic acid) substituted by a methyl group at position 20."
"CS003583";"22-methyltricosanoic acid";"8/9/2017 19:21:57";"";"24-carbon methyl-branched fatty acid that is tricosanoic acid substituted by a methyl group at position 22."
"CS003584";"22-methyltetracosanoic acid";"8/9/2017 19:21:57";"22-methyllignoceric acid";"25-carbon methyl-branched fatty acid that is tetracosanoic acid (lignoceric acid) substituted by a methyl group at position 22."
"CS003585";"23-methyltetracosanoic acid";"8/9/2017 19:21:57";"";"25-carbon methyl-branched fatty acid that is tetracosanoic acid (lignoceric acid) substituted by a methyl group at position 23."
"CS003586";"(22E)-24-nor-5alpha-cholest-22-en-3beta-ol";"8/9/2017 19:21:57";"trans-C26D22";"26-carbon plant sterol of interest as a biomarker"
"CS003587";"(22E)-24-norcholesta-5,22-dien-3beta-ol";"8/9/2017 19:21:57";"trans-C26D5,22";"26-carbon plant sterol of interest as a biomarker"
"CS003588";"(22Z)-24-norcholesta-5,22-dien-3beta-ol";"8/9/2017 19:21:57";"cis-C26D5,22";"26-carbon plant sterol of interest as a biomarker"
"CS003589";"23,24-dimethylcholest-5-en-3beta-ol";"8/9/2017 19:21:57";"";"26-carbon plant sterol of interest as a biomarker"
"CS003590";"23,24-dimethylcholesta-5,22-dien-3beta-ol";"8/9/2017 19:21:57";"";"26-carbon plant sterol of interest as a biomarker"
"CS003591";"24-nor-5alpha-cholestan-3beta-ol";"8/9/2017 19:21:57";"C26D0";"26-carbon plant sterol of interest as a biomarker. Cis and trans mixture of unspecified proportion."
"CS003592";"24-norcholest-5-en-3beta-ol";"8/9/2017 19:21:57";"C26D5";"26-carbon plant sterol of interest as a biomarker. Cis and trans mixture of unspecified proportion."
"CS003593";"24-norcholesta-7,22-dien-3beta-ol";"8/9/2017 19:21:57";"C26D7,22";"26-carbon plant sterol of interest as a biomarker. Cis and trans mixture of unspecified proportion."
"CS003594";"(22E)-5alpha-cholest-22-en-3beta-ol";"8/9/2017 19:21:57";"trans-C27D22";"27-carbon plant sterol of interest as a biomarker"
"CS003595";"(22E)-cholesta-5,22-dien-3beta-ol";"8/9/2017 19:21:57";"trans-C27D5,22";"27-carbon plant sterol of interest as a biomarker"
"CS003596";"(22Z)-5alpha-cholest-22-en-3beta-ol";"8/9/2017 19:21:57";"cis-C27D22";"27-carbon plant sterol of interest as a biomarker"
"CS003597";"(22Z)-cholesta-5,22-dien-3beta-ol";"8/9/2017 19:21:57";"cis-C27D5,22";"27-carbon plant sterol of interest as a biomarker"
"CS003598";"cholesta-5-3n-3beta-ol";"8/9/2017 19:21:57";"";"27-carbon sterol of interest as a biomarker."
"CS003599";"(22E)-24-methyl-5alpha-cholest-22-en-3beta-ol";"8/9/2017 19:21:57";"trans-C28D22";"28-carbon plant sterol of interest as a biomarker"
"CS003600";"(22E)-campesta-5,22-dien-3beta-ol";"8/9/2017 19:21:57";"trans-C28D5,22 crinosterol";"28-carbon plant sterol of interest as a biomarker"
"CS003601";"24-methylcholest-22-en-3beta-ol";"8/9/2017 19:21:57";"C28D22";"28-carbon plant sterol of interest as a biomarker"
"CS003602";"24-methylcholesta-5,24(28)-dien-3beta-ol";"8/9/2017 19:21:57";"C28D5,22";"28-carbon plant sterol of interest as a biomarker"
"CS003603";"(22E)-23,24-dimethyl-5alpha cholest-22-en-3beta-ol";"8/9/2017 19:21:57";"trans-C29D22";"29-carbon plant sterol of interest as a biomarker"
"CS003604";"(24E)-poriferasta-5,22-dien-3beta-ol";"8/9/2017 19:21:57";"trans-C29D5,22-poriferasta";"29-carbon plant sterol of interest as a biomarker"
"CS003605";"(24E)-stigmasta-5,22-dien-3beta-ol";"8/9/2017 19:21:57";"trans-C29D5,22-stigmasta";"29-carbon plant sterol of interest as a biomarker"
"CS003606";"(24E)-stigmasta-5,24(24')-dien-3beta-ol";"8/9/2017 19:21:57";"trans-C29D5,24";"29-carbon plant sterol of interest as a biomarker"
"CS003607";"poriferast-5-en-3beta-ol";"8/9/2017 19:21:57";"C29D5";"29-carbon plant sterol of interest as a biomarker"
"CS003608";"24-ethyl-5alpha-cholest-7-en-3beta-ol";"8/9/2017 19:21:57";"C29D7";"29-carbon plant sterol of interest as a biomarker"
"CS003609";"(24Z)-stigmasta-5,24(24')-dien-3beta-ol";"8/9/2017 19:21:57";"cis-C29D5,24";"29-carbon plant sterol of interest as a biomarker"
"CS003610";"(24E)-propylidenecholest-5-en-3beta-ol";"8/9/2017 19:21:57";"trans-C30D5,24";"30-carbon plant sterol of interest as a biomarker"
"CS003611";"24-isopropyl-cholest-5-en-3beta-ol";"8/9/2017 19:21:57";"C30D5 24-isopropylcholesterol";"30-carbon plant sterol of interest as a biomarker. Cis and trans mixture of unspecified proportion."
"CS003612";"hexatriaconta-2-one";"8/9/2017 19:21:57";"C36:0 methyl ketone 2-hexatriacontanone";"36-carbon saturated ketone with oxygen bonded to carbon 2."
"CS003613";"octacosane-1,14-diol";"8/9/2017 19:21:57";"";"A 28-carbon saturated carbon chain with hydroxy groups attached in positions 1 and 14."
"CS003614";"methyl hexatriaconta-7E,14E,21E-trienoate";"8/9/2017 19:21:57";"C36:3O methyl ester";"A 36-carbon alkenoate (long-chain unsaturated ester) with three double bonds. Biomarker and palaeoclimate indicator."
"CS003615";"methyl hexatriaconta-14E,21E-dienoate";"8/9/2017 19:21:57";"C36:2O methyl ester";"A 36-carbon alkenoate (long-chain unsaturated ester) with two double bonds. Biomarker and palaeoclimate indicator."
"CS003616";"hexatriaconta-9E,16E,23E-trien-2-one";"8/9/2017 19:21:57";"C36:3 methyl ketone";"A 36-carbon alkenone (long-chain unsaturated ketone) with three double bonds  and the oxygen bonded to carbon 2. Biomarker and palaeoclimate indicator."
"CS003617";"N-(phosphonomethyl)glycine";"12/14/2017 11:46:02";"glyphosate";"Unavailable"
"CS003618";"Parlar 26 (2-endo,3-exo,5-endo,6-exo,8,8,10,10 octachlorobornane)";"12/14/2017 11:46:02";"";"Unavailable"
"CS003619";"4-octylphenol";"10/8/2019 15:43:28";"";"A phenol with formula C14H22O. It is used as a surfactant and has oestrogenic activity. An organic contaminant."
"CS003620";"dibutyltin (expressed as tin)";"12/20/2019 13:39:05";"DBTasSn";"Organotin compound with molecular formula C8H18Sn, also known as dibutylstannane. The term "expressed as tin" indicates that the molecular weight used to convert moles to mass is the atomic weight of Sn."
"CS003621";"monobutyltin (expressed as tin)";"12/20/2019 13:41:03";"MBTasSn";"Organotin compound with molecular formula C4H12Sn, also known as butylstannane. The term "expressed as tin" indicates that the molecular weight used to convert moles to mass is the atomic weight of Sn."
"CS003622";"tetrabutyltin (expressed as tin)";"12/14/2017 11:46:02";"TTBTasSn";"Unavailable"
"CS003623";"4-(2,4-dimethylheptan-3-yl)phenol";"12/14/2017 11:46:02";"";"Unavailable"
"CS003624";"octachlorostyrene";"12/14/2017 13:57:46";"not specified";"Unavailable"
"CS003625";"endosulfan sulfate";"12/14/2017 11:46:02";"";"Unavailable"
"CS003626";"diphenyltin (expressed as tin)";"12/14/2017 11:46:02";"DPTasSn";"Unavailable"
"CS003627";"monophenyltin (expressed as tin)";"9/3/2020 14:47:07";"MPTasSn";"Organotin compound with molecular formula C6H7Sn with one benzene ring bound to an atom of tin. The term 'expressed as tin' indicates that the molecular weight used to convert moles to mass is the atomic weight of Sn."
"CS003628";"benzo(b)naphtho(2,1-d)thiophene";"12/14/2017 11:46:02";"";"Unavailable"
"CS003629";"Parlar 50 (2-endo,3-exo,5-endo,6-exo,8,8,9,10,10 nonachlorobornane)";"12/14/2017 11:46:02";"";"Unavailable"
"CS003630";"Parlar 62 (2-endo,2-exo,5-endo,5-exo,8,9,9,10,10 nonachlorobornane)";"12/14/2017 11:46:02";"";"Unavailable"
"CS003631";"nonylphenol monoethoxylate";"12/14/2017 18:39:55";"NPE1";"One of a number of metabolites issued of the degradation of alkylphenol ethoxylates (APE) which are widely used surfactants in domestic and industrial detergents, emulsifiers, wetting or defoaming agents."
