"conceptid";"preflabel";"modified";"altlabel";"definition"
"CS001810";"2,2',4,6,6'-pentachlorobiphenyl";"9/10/2015 12:55:14";"PCB104";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001817";"2,2',5-trichlorobiphenyl";"9/10/2015 12:55:14";"PCB18";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001824";"2,2',6,6'-tetrachlorobiphenyl";"9/10/2015 12:55:14";"PCB54";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001831";"2,3',4',5-tetrachlorobiphenyl";"9/10/2015 12:55:14";"PCB70";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001838";"2,3',4,4'-tetrachlorobiphenyl";"9/10/2015 12:55:14";"PCB66";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001845";"2,3,3',4',6-pentachlorobiphenyl";"9/10/2015 12:55:14";"PCB110";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001852";"2,3,3',4'-tetrachlorobiphenyl";"9/10/2015 12:55:14";"PCB56";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001859";"2,4,4'-trichlorobiphenyl";"9/10/2015 12:55:14";"PCB28";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001866";"2,3,3',4,4',6-hexachlorobiphenyl";"9/10/2015 12:55:14";"PCB158";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001873";"2,3,4'-trichlorobiphenyl";"9/10/2015 12:55:14";"PCB22";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001880";"2,4',5-trichlorobiphenyl";"9/10/2015 12:55:14";"PCB31";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001887";"2,4,4',5-tetrachlorobiphenyl";"9/10/2015 12:55:14";"PCB74";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001894";"2,2',3,3',4,4',5,5',6-nonachlorobiphenyl";"9/10/2015 12:55:14";"PCB206";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001901";"2,2',3,3',4,5',6'-heptachlorobiphenyl";"9/10/2015 12:55:14";"PCB177";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS001908";"benzo(a)pyrene";"9/10/2015 01:19:41";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001915";"benzo(b)fluoranthene";"9/10/2015 01:19:41";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001922";"benzo(c)phenanthrene";"9/10/2015 01:19:41";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001929";"benzo(e)pyrene";"9/10/2015 01:19:41";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001936";"benzo(g,h,i)perylene";"9/10/2015 01:19:41";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001943";"benzo(j)fluoranthene";"9/10/2015 01:19:41";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001950";"benzo(k)fluoranthene";"9/10/2015 01:19:41";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001957";"benzo(pqr)picene";"9/10/2015 01:19:41";"naphtha-(2,1-a)pyrene";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001964";"1-ethylnaphthalene";"9/10/2015 01:28:30";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001971";"1-methylnaphthalene";"9/10/2015 01:28:30";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001978";"2,3,5-trimethylnaphthalene";"9/10/2015 01:28:30";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001985";"2,3,6-trimethylnaphthalene";"9/10/2015 01:28:30";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001992";"2-methylnaphthalene";"9/10/2015 01:28:30";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS001999";"acenaphthene";"9/10/2015 01:28:30";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002006";"acenaphthylene";"9/10/2015 01:28:30";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002013";"naphthalene";"9/10/2015 01:28:30";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002020";"2-methylanthracene";"9/10/2015 01:33:55";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002027";"anthracene";"9/10/2015 01:33:55";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002034";"benzo(a)anthracene";"6/30/2020 16:11:52";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002041";"benz(b)anthracene";"9/10/2015 01:33:55";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002048";"dibenzo(a,h)anthracene";"9/10/2015 01:33:55";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002055";"fluorene";"9/10/2015 01:33:55";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002062";"1-methylfluoranthene";"9/10/2015 01:33:55";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002069";"fluoranthene";"9/10/2015 01:33:55";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002076";"1-methylpyrene";"9/10/2015 01:41:17";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002083";"cyclopenta(c,d)pyrene";"9/10/2015 01:41:17";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002090";"dibenzo(a,e)pyrene";"9/10/2015 01:41:17";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002097";"dibenzo(a,h)pyrene";"9/10/2015 01:41:17";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002104";"dibenzo(a,i)pyrene";"9/10/2015 01:41:17";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002111";"dibenzo(a,l)pyrene";"9/10/2015 01:41:17";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002118";"indeno(1,2,3-cd)pyrene";"9/10/2015 01:41:17";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002125";"pyrene";"9/10/2015 01:41:17";"";"A polycyclic aromatic hydrocarbon - compounds containing only carbon and hydrogen atoms arranged in multiple aromatic rings. An organic pollutant."
"CS002132";"2,2',3,4,4',5'-hexabromodiphenyl ether";"9/10/2015 15:17:00";"BDE138";"Unavailable"
"CS002139";"2,2',3,4,4'-pentabromodiphenyl ether";"9/10/2015 15:17:00";"BDE85";"Unavailable"
"CS002146";"2,2',4,4',6-pentabromodiphenyl ether";"9/10/2015 15:17:00";"BDE100";"Unavailable"
"CS002153";"2,2',4-tribromodiphenyl ether";"9/10/2015 15:17:00";"BDE17";"Unavailable"
"CS002160";"2,3',4',6-tetrabromodiphenyl ether";"9/10/2015 15:17:00";"BDE71";"Unavailable"
"CS002167";"2,3',4,4',6-pentabromodiphenyl ether";"9/10/2015 15:17:00";"BDE119";"Unavailable"
"CS002174";"2,3',4,4'-tetrabromodiphenyl ether";"9/10/2015 15:17:00";"BDE66";"Unavailable"
"CS002181";"2,3,3',4,4',5,6-heptabromodiphenyl ether";"9/10/2015 15:17:00";"BDE190";"Unavailable"
"CS002188";"2,3,4,4',5,6-hexabromodiphenyl ether";"9/10/2015 15:17:00";"BDE166";"Unavailable"
"CS002195";"2,4',6-tribromodiphenyl ether";"9/10/2015 15:17:00";"BDE32";"Unavailable"
"CS002202";"2,4,4',6-tetrabromodiphenyl ether";"9/10/2015 15:17:00";"BDE75";"Unavailable"
"CS002209";"2,4,4'-tribromodiphenyl ether";"9/10/2015 15:17:00";"BDE28";"Unavailable"
"CS002216";"2-methylphenanthrene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002223";"3,3',4,4'-tetrabromodiphenyl ether";"9/10/2015 15:17:00";"BDE77";"Unavailable"
"CS002230";"3,3',4-tribromodiphenyl ether";"9/10/2015 15:17:00";"BDE35";"Unavailable"
"CS002237";"3,4,4'-tribromodiphenyl ether";"9/10/2015 15:17:00";"BDE37";"Unavailable"
"CS002244";"4,4'-dichlorodiphenyldichloroethane";"9/10/2015 15:17:00";"p,p'-DDD";"Unavailable"
"CS002251";"4,4'-dichlorodiphenyldichloroethylene";"9/10/2015 15:17:00";"p,p'-DDE";"Unavailable"
"CS002258";"4,4'-dichlorodiphenyltrichloroethane";"9/10/2015 15:17:00";"p,p'-DDT";"Unavailable"
"CS002265";"5-methylchrysene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002272";"6-methylchrysene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002279";"Arochlor 1254";"9/10/2015 15:17:00";"";"Unavailable"
"CS002286";"Arochlor 1260";"9/10/2015 15:17:00";"";"Unavailable"
"CS002293";"aldrin";"9/10/2015 15:17:00";"";"Unavailable"
"CS002300";"alpha-chlordane";"9/10/2015 15:17:00";"cis-chlordane";"Unavailable"
"CS002307";"alpha-endosulfan";"9/10/2015 15:17:00";"";"Unavailable"
"CS002314";"alpha-hexabromocyclododecane";"9/10/2015 15:17:00";"alpha-HBCD";"Unavailable"
"CS002321";"alpha-hexachlorocyclohexane";"9/10/2015 15:17:00";"alpha-HCH";"Unavailable"
"CS002328";"arsenic";"9/10/2015 15:17:00";"As";"Unavailable"
"CS002335";"barium";"5/17/2021 22:44:47";"Ba";"One of six chemical elements classified as an alkaline earth metal. Its atomic number is 56."
"CS002342";"beta-hexabromocyclododecane";"9/10/2015 15:17:00";"beta-HBCD";"Unavailable"
"CS002349";"beta-hexachlorocyclohexane";"9/10/2015 15:17:00";"beta-HCH";"Unavailable"
"CS002356";"biphenyl";"9/10/2015 15:17:00";"";"Unavailable"
"CS002363";"cadmium";"9/10/2015 15:17:00";"Cd";"Unavailable"
"CS002370";"caesium-137";"9/10/2015 15:17:00";"137Cs";"Unavailable"
"CS002377";"chromium";"9/10/2015 15:17:00";"Cr";"Unavailable"
"CS002384";"chrysene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002391";"cis-11,cis-14-eicosadienoic acid";"2/26/2016 00:29:54";"C20:2FA cis 11,14";"A polyunsaturated omega-6 fatty acid."
"CS002398";"cis-11-eicosenoic acid";"2/26/2016 00:29:54";"gondoic acid C20:1FA cis 11";"A monounsaturated omega-9 fatty acid."
"CS002405";"cis-4,cis-7,cis-10,cis-13,cis-16,cis-19-docosahexaenoic acid";"2/26/2016 00:28:42";"cervonic acid C22:6FA cis 4,7,10,13,";"A polyunsaturated omega-3 fatty acid."
"CS002412";"cis-9,cis-12,cis-15-octadecatrienoic acid";"2/26/2016 00:29:54";"alpha-linolenic acid C18:3FA cis9,12";"A polyunsaturated omega-3 fatty acid."
"CS002419";"cis-9,cis-12-octadecadienoic acid";"2/26/2016 00:28:42";"linoleic acid";"A polyunsaturated omega-6 fatty acid."
"CS002426";"cis-9-hexadecenoic acid";"2/26/2016 00:28:42";"palmitoleic acid C16:1FA cis-9";"A monounsaturated omega-7 fatty acid."
"CS002433";"cis-9-octadecenoic acid";"2/26/2016 00:28:42";"oleic acid C18:1FA cis-9";"A monounsaturated omega-9 fatty acid."
"CS002440";"cis-heptachlor epoxide";"9/10/2015 15:17:00";"";"Unavailable"
"CS002447";"cobalt";"5/17/2021 22:59:07";"Co";"A chemical element from the transition metal group with atomic number is 27."
"CS002454";"copper";"9/10/2015 15:17:00";"Cu";"Unavailable"
"CS002461";"dibenzothiophene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002468";"dieldrin";"9/10/2015 15:17:00";"";"Unavailable"
"CS002475";"docosanoic acid";"2/26/2016 00:28:42";"behenic acid C22:0FA";"A saturated fatty acid."
"CS002482";"eicosanoic acid";"2/26/2016 00:28:42";"C20:0FA arachidic acid";"A saturated fatty acid."
"CS002489";"endrin";"9/10/2015 15:17:00";"";"Unavailable"
"CS002496";"gamma-hexabromocyclododecane";"9/10/2015 15:17:00";"gamma-HBCD";"Unavailable"
"CS002503";"gamma-hexachlorocyclohexane";"9/10/2015 15:17:00";"lindane gamma-HCH";"Unavailable"
"CS002510";"heptachlor";"9/10/2015 15:17:00";"";"Unavailable"
"CS002517";"1,2,5,6,9,10-hexabromocyclododecane";"6/30/2020 17:17:46";"HBCD";"Primarily used as a flame retardant, the commercial mixture of HBCD contains mainly 3 stereo-isomers: alpha, beta and gamma. 
  Producers and importers of this substance have provided information under two different names; hexabromocyclododecane (EC Number 247-148-4, CAS number 25637-
99-4) and 1,2,5,6,9,10-hexabromocyclododecane (EC Number 221-695-9, CAS number 3194-55-6) - source: UNEP/FAO/RC/CRC.13/INF/16, 2017."
"CS002524";"hexachloro-1,3-butadiene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002531";"hexachlorobenzene";"9/10/2015 15:17:00";"HCB";"Unavailable"
"CS002538";"isodrin";"9/10/2015 15:17:00";"";"Unavailable"
"CS002545";"lead";"9/10/2015 15:17:00";"Pb";"Unavailable"
"CS002552";"lithium";"9/10/2015 15:17:00";"Li";"Unavailable"
"CS002559";"monophenyltin";"9/3/2020 14:45:26";"MPT";"Organotin compound with molecular formula C6H7Sn with one benzene ring bound to an atom of tin."
"CS002566";"nickel";"9/10/2015 15:17:00";"Ni";"Unavailable"
"CS002573";"octadecanoic acid";"2/26/2016 00:28:42";"C18:0FA stearic acid";"A saturated fatty acid."
"CS002580";"oxychlordane";"9/10/2015 15:17:00";"";"Unavailable"
"CS002587";"pentachlorobenzene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002594";"perylene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002601";"phenanthrene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002608";"selenium";"1/19/2017 16:44:17";"Se";"A non-metal chemical element with symbol Se and atomic number 34."
"CS002615";"silver";"9/10/2015 15:17:00";"Ag";"Unavailable"
"CS002622";"strontium";"5/17/2021 22:43:10";"Sr";"One of six chemical elements classified as an alkaline earth metal. Its atomic number is 38."
"CS002629";"telodrin";"9/10/2015 15:17:00";"isobenzan";"Unavailable"
"CS002636";"trans-heptachlor epoxide";"9/10/2015 15:17:00";"";"Unavailable"
"CS002643";"trans-nonachlor";"9/10/2015 15:17:00";"";"Unavailable"
"CS002650";"tributyltin cation";"12/17/2019 17:46:34";"tributylstannylium TBT+";"An organotin cation whose chemical formula is (C4H9)3Sn+."
"CS002657";"triphenylene";"9/10/2015 15:17:00";"";"Unavailable"
"CS002664";"vanadium";"9/10/2015 15:17:00";"V";"Unavailable"
"CS002671";"water";"9/10/2015 15:17:00";"H2O";"Unavailable"
"CS002678";"zinc";"9/10/2015 15:17:00";"Zn";"Unavailable"
"CS002685";"total petroleum hydrocarbons";"9/14/2015 21:13:02";"TPH";"A mixture comprising all substances comprising totally of carbon and hydrogen that may be extracted from a sample using an organic solvent. These are presumed sourced from crude oil."
"CS002686";"potassium-40";"9/18/2015 16:10:40";"40K";"A naturally occurring radioactive isotope of potassium"
"CS002699";"aliphatic petroleum hydrocarbons";"9/20/2015 18:42:13";"aliphatic-TPH";"A mixture of all substances comprising only carbon and hydrogen with no aromatic (benzene) rings in their structure that may be extracted from a sample using an organic solvent. These are presumed sourced from crude oil."
"CS002713";"pentachlorothioanisole";"9/21/2015 14:14:59";"methylthiopentachlorobenzene";"Benzene ring with five chlorine atoms and a sulphur atom, which is also connected to a methyl group. Used in the preparation of arenethiols and arenethiolates as seen in agrochemicals or fungicides."
"CS002727";"2,3',4,4'-tetrachlorobiphenyl plus 2,2',3,5',6-pentachlorobiphenyl";"9/22/2015 15:59:43";"PCB66+PCB95 CAS32598-10-0+CAS38379-99-6";"A mixture of two polychlorinated biphenyls (two linked benzene rings with 4 (PCB66) or 5 (PCB95) hydrogens replaced by chlorine. This pair of compounds are often linked in toxicology studies."
"CS002741";"chlorophyll-c";"9/28/2015 01:30:54";"chl-c";"A mixture of compounds described as chlorophyll-c subtypes. Three main types - c1, c2 and c3 - are frequently mentioned but at least 8 other subtypes have been reported."
"CS002748";"chlorophyll-c2";"9/28/2015 01:36:14";"chl-c2";"A compound that is a subtype of chlorophyll-c."
"CS002755";"chlorophyll-c3";"9/28/2015 01:39:31";"chl-c3";"A compound that is a subtype of chlorophyll-c."
"CS002756";"dinitrogen";"9/29/2015 14:30:43";"N2";"Molecular nitrogen."
