AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Compartiment.Code;Compartiment.Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving
1442;Activiteitsconcentratie bismuth 214 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Bi214;bismuth 214
1443;Activiteitsconcentratie kobalt 58 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Co58;kobalt 58
1444;Activiteitsconcentratie kobalt 60 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Co60;kobalt 60
1445;Activiteitsconcentratie cesium 134 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Cs134;cesium 134
1446;Activiteitsconcentratie cesium 137 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Cs137;cesium 137
1447;Activiteitsconcentratie indium 111 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;In111;indium 111
1448;Activiteitsconcentratie jodium 131 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;I131;jodium 131
1449;Activiteitsconcentratie kalium 40 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;K40;kalium 40
1450;Activiteitsconcentratie lutetium 177 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Lu177;lutetium 177
1451;Activiteitsconcentratie mangaan 54 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Mn54;mangaan 54
1452;Activiteitsconcentratie lood 210 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Pb210;lood 210
1453;Activiteitsconcentratie polonium 210 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Po210;polonium 210
1454;Activiteitsconcentratie radium 226 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Ra226;radium 226
1455;Activiteitsconcentratie ruthenium 103 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Ru103;ruthenium 103
1456;Activiteitsconcentratie ruthenium 106 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Ru106;ruthenium 106
1457;Activiteitsconcentratie thallium 201 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Tl201;thallium 201
1458;Activiteitsconcentratie thallium 208 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Tl208;thallium 208
1459;Activiteitsconcentratie Totaal Alfa in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;TOTAFA;Totaal Alfa
1460;Activiteitsconcentratie Totaal Beta in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;TOTBTA;Totaal Beta
1461;Activiteitsconcentratie zink 65 in Zwevende stof t.o.v. drooggewicht in Bq/kg;ZS;Zwevende stof;Bq/kg;becquerel per kilogram;ACTVTCCTTE;Activiteitsconcentratie;dg;t.o.v. drooggewicht;Zn65;zink 65
1462;Drooggewicht Zwevende stof g;ZS;Zwevende stof;g;gram;DG;Drooggewicht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
1463;Natgewicht Zwevende stof g;ZS;Zwevende stof;g;gram;NG;Natgewicht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
1464;Nat gewicht totaal Zwevende stof g;ZS;Zwevende stof;g;gram;NGWTTL;Nat gewicht totaal;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
1465;Massafractie calcium in Zwevende stof t.o.v. drooggewicht in g/kg;ZS;Zwevende stof;g/kg;gram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ca;calcium
1466;Massafractie ijzer in Zwevende stof t.o.v. drooggewicht in g/kg;ZS;Zwevende stof;g/kg;gram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Fe;ijzer
1467;Massafractie kalium in Zwevende stof t.o.v. drooggewicht in g/kg;ZS;Zwevende stof;g/kg;gram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;K;kalium
1468;Massafractie magnesium in Zwevende stof t.o.v. drooggewicht in g/kg;ZS;Zwevende stof;g/kg;gram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Mg;magnesium
1469;Massafractie natrium in Zwevende stof t.o.v. drooggewicht in g/kg;ZS;Zwevende stof;g/kg;gram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Na;natrium
1470;Massafractie titaan in Zwevende stof t.o.v. drooggewicht in g/kg;ZS;Zwevende stof;g/kg;gram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ti;titaan
1471;Bemonsteringsduur Zwevende stof h;ZS;Zwevende stof;h;uur;BEMSRDR;Bemonsteringsduur;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
1472;Debiet Zwevende stof l;ZS;Zwevende stof;l;liter;Q;Debiet;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
1473;Volume Zwevende stof l;ZS;Zwevende stof;l;liter;VOLME;Volume;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
1474;Massafractie fosfor totaal in Zwevende stof t.o.v. drooggewicht in mg/g;ZS;Zwevende stof;mg/g;milligram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ptot;fosfor totaal
1475;Massafractie acenafteen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;AcNe;acenafteen
1476;Massafractie acenaftyleen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;AcNy;acenaftyleen
1477;Massafractie zilver in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ag;zilver
1478;Massafractie aluminium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Al;aluminium
1480;Massafractie arseen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;As;arseen
1481;Massafractie boor in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;B;boor
1482;Massafractie barium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ba;barium
1483;Massafractie benzo(a)antraceen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;BaA;benzo(a)antraceen
1486;Massafractie beryllium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Be;beryllium
1487;Massafractie benzo(e)pyreen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;BeP;benzo(e)pyreen
1489;Massafractie bismut in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Bi;bismut
1491;Massafractie cadmium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Cd;cadmium
1492;Massafractie cerium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ce;cerium
1493;Massafractie chryseen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Chr;chryseen
1494;Massafractie kobalt in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Co;kobalt
1495;Massafractie chroom in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Cr;chroom
1496;Massafractie cesium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Cs;cesium
1497;Massafractie koper in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Cu;koper
1498;Massafractie dibenzo(a,h)antraceen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;DBahAnt;dibenzo(a,h)antraceen
1499;Massafractie Dysprosium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Dy;Dysprosium
1500;Massafractie erbium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Er;erbium
1501;Massafractie europium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Eu;europium
1502;Massafractie fenantreen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Fen;fenantreen
1503;Massafractie fluoreen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Fle;fluoreen
1505;Massafractie gallium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ga;gallium
1506;Massafractie gadolinium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Gd;gadolinium
1507;Massafractie germanium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ge;germanium
1508;Massafractie hafnium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Hf;hafnium
1509;Massafractie kwik in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Hg;kwik
1510;Massafractie holmium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ho;holmium
1512;Massafractie lanthaan in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;La;lanthaan
1513;Massafractie lithium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Li;lithium
1514;Massafractie lutetium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Lu;lutetium
1515;Massafractie minerale olie in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;minrlole;minerale olie
1516;Massafractie mangaan in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Mn;mangaan
1517;Massafractie molybdeen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Mo;molybdeen
1519;Massafractie niobium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Nb;niobium
1520;Massafractie neodymium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Nd;neodymium
1521;Massafractie nikkel in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ni;nikkel
1522;Massafractie lood in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Pb;lood
1523;Massafractie praseodymium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Pr;praseodymium
1524;Massafractie pyreen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Pyr;pyreen
1525;Massafractie rubidium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Rb;rubidium
1526;Massafractie antimoon in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Sb;antimoon
1527;Massafractie scandium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Sc;scandium
1528;Massafractie seleen in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Se;seleen
1529;Massafractie samarium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Sm;samarium
1530;Massafractie tin in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Sn;tin
1531;Massafractie som 6 polycyclische aromatische koolwaterstoffen (Borneff) in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sPAK6;som 6 polycyclische aromatische koolwaterstoffen (Borneff)
1532;Massafractie strontium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Sr;strontium
1533;Massafractie zwavel totaal in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Stot;zwavel totaal
1534;Massafractie som 2,3,4,6- en 2,3,5,6-tetrachloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;s23x6T4ClFol;som 2,3,4,6- en 2,3,5,6-tetrachloorfenol
1535;Massafractie som 2,4- en 2,5-dichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;s2425DClFol;som 2,4- en 2,5-dichloorfenol
1536;Massafractie tantalium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ta;tantalium
1537;Massafractie terbium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Tb;terbium
1538;Massafractie tellurium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Te;tellurium
1539;Massafractie thorium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Th;thorium
1540;Massafractie thallium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Tl;thallium
1541;Massafractie thulium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Tm;thulium
1542;Massafractie uranium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;U;uranium
1543;Massafractie vanadium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;V;vanadium
1544;Massafractie wolfraam in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;W;wolfraam
1545;Massafractie yttrium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Y;yttrium
1546;Massafractie ytterbium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Yb;ytterbium
1547;Massafractie zink in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Zn;zink
1548;Massafractie zirkonium in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Zr;zirkonium
1549;Massafractie 2-chloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;2ClFol;2-chloorfenol
1550;Massafractie 2,3-dichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;23DClFol;2,3-dichloorfenol
1551;Massafractie 2,3,4-trichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;234TClFol;2,3,4-trichloorfenol
1552;Massafractie 2,3,4,5-tetrachloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;2345T4ClFol;2,3,4,5-tetrachloorfenol
1553;Massafractie 2,3,5-trichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;235TClFol;2,3,5-trichloorfenol
1554;Massafractie 2,3,6-trichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;236TClFol;2,3,6-trichloorfenol
1555;Massafractie 2,4-dichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;24DClFol;2,4-dichloorfenol
1556;Massafractie 2,4,5-trichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;245TClFol;2,4,5-trichloorfenol
1557;Massafractie 2,4,6-trichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;246TClFol;2,4,6-trichloorfenol
1558;Massafractie 2,5-dichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;25DClFol;2,5-dichloorfenol
1559;Massafractie 2,6-dichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;26DClFol;2,6-dichloorfenol
1560;Massafractie 3-chloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;3ClFol;3-chloorfenol
1561;Massafractie 3,4-dichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;34DClFol;3,4-dichloorfenol
1562;Massafractie 3,4,5-trichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;345TClFol;3,4,5-trichloorfenol
1563;Massafractie 3,5-dichloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;35DClFol;3,5-dichloorfenol
1564;Massafractie 4-chloorfenol in Zwevende stof t.o.v. drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;4ClFol;4-chloorfenol
1565;Massafractie stikstof Kjeldahl in Zwevende stof uitgedrukt in stikstof / drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;Ndg;uitgedrukt in stikstof / drooggewicht;NKj;stikstof Kjeldahl
1566;Massafractie som nitraat en nitriet in Zwevende stof uitgedrukt in stikstof / drooggewicht in mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;Ndg;uitgedrukt in stikstof / drooggewicht;sNO3NO2;som nitraat en nitriet
1567;Massafractie arseen in Zwevende stof mg/kg;ZS;Zwevende stof;mg/kg;milligram per kilogram;MASSFTE;Massafractie;NVT;Niet van toepassing;As;arseen
1568;Massafractie ammonium 4,8-dioxa-3H-perfluornonanoaat in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;ADONA;ammonium 4,8-dioxa-3H-perfluornonanoaat
1569;Massafractie bisperfluordecylwaterstoffosfaat (8:2 diPAP) in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;bisPFC10yPO4;bisperfluordecylwaterstoffosfaat (8:2 diPAP)
1570;Massafractie cis-hexadecafluor-2-deceenzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;cF16C10ezr;cis-hexadecafluor-2-deceenzuur
1571;Massafractie trifluor-3-(hexafluor-3-(trifluormethoxy)propoxy)propaanzuur in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;DONA;trifluor-3-(hexafluor-3-(trifluormethoxy)propoxy)propaanzuur
1572;Massafractie N-ethyl perfluoroctaansulfonamide in Zwevende stof t.o.v. drooggewicht in ng/g;ZS;Zwevende stof;ng/g;nanogram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;EtFOSA;N-ethyl perfluoroctaansulfonamide
