AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Compartiment.Code;Compartiment.Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving
381;Massafractie 2,2',3,5,5',6-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB151;2,2',3,5,5',6-hexachloorbifenyl
382;Massafractie 2,2',4,4',5,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB153;2,2',4,4',5,5'-hexachloorbifenyl
383;Massafractie 2,3,3',4,4',5-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB156;2,3,3',4,4',5-hexachloorbifenyl
384;Massafractie 3,3',4,4',5,5'-hexachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguillaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB169;3,3',4,4',5,5'-hexachloorbifenyl
385;Massafractie 2,2',3,3',4,4',5-heptachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB170;2,2',3,3',4,4',5-heptachloorbifenyl
386;Massafractie 2,2',3,4,4',5,5'-heptachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB180;2,2',3,4,4',5,5'-heptachloorbifenyl
387;Massafractie 2,2',3,4,5,5',6-heptachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB185;2,2',3,4,5,5',6-heptachloorbifenyl
388;Massafractie 2,2',3,4',5,5',6-heptachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB187;2,2',3,4',5,5',6-heptachloorbifenyl
389;Massafractie 2,2',3,3',4,4',5,5'-octachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB194;2,2',3,3',4,4',5,5'-octachloorbifenyl
390;Massafractie 2,2',3,3',4,5',6,6'-octachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB201;2,2',3,3',4,5',6,6'-octachloorbifenyl
391;Massafractie 2,2',3,3',5,5',6,6'-octachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB202;2,2',3,3',5,5',6,6'-octachloorbifenyl
392;Massafractie 2,2',3,3',4,4',5,5',6-nonachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB206;2,2',3,3',4,4',5,5',6-nonachloorbifenyl
393;Massafractie 2,4,4'-trichloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB28;2,4,4'-trichloorbifenyl
394;Massafractie 2,4',5-trichloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB31;2,4',5-trichloorbifenyl
395;Massafractie 2,2',3,5'-tetrachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB44;2,2',3,5'-tetrachloorbifenyl
396;Massafractie 2,2',4,4'-tetrachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB47;2,2',4,4'-tetrachloorbifenyl
397;Massafractie 2,2',4,5'-tetrachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB49;2,2',4,5'-tetrachloorbifenyl
398;Massafractie 2,2',5,5'-tetrachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB52;2,2',5,5'-tetrachloorbifenyl
399;Massafractie 2,3,3',4'-tetrachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB56;2,3,3',4'-tetrachloorbifenyl
400;Massafractie 2,3',4',5-tetrachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB70;2,3',4',5-tetrachloorbifenyl
401;Massafractie 2,3',5,5'-tetrachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB72;2,3',5,5'-tetrachloorbifenyl
402;Massafractie 3,3',4,4'-tetrachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguillaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB77;3,3',4,4'-tetrachloorbifenyl
403;Massafractie 2,2',3,4,4'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB85;2,2',3,4,4'-pentachloorbifenyl
404;Massafractie 2,2',3,4,5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB87;2,2',3,4,5'-pentachloorbifenyl
405;Massafractie 2,2',3,5',6-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB95;2,2',3,5',6-pentachloorbifenyl
406;Massafractie 2,2',3,4',5'-pentachloorbifenyl in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCB97;2,2',3,4',5'-pentachloorbifenyl
407;Massafractie pentachloorthioanisole in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PCTA;pentachloorthioanisole
408;Massafractie peryleen in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;Pe;peryleen
409;Massafractie pentachlooranisol in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguillaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PeClansl;pentachlooranisol
410;Massafractie pentachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PeClBen;pentachloorbenzeen
411;Massafractie perfluorbutaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFBA;perfluorbutaanzuur
412;Massafractie perfluordecaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFDA;perfluordecaanzuur
413;Massafractie perfluordodecaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFDoA;perfluordodecaanzuur
414;Massafractie perfluorheptaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFHpA;perfluorheptaanzuur
415;Massafractie perfluorhexaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFHxA;perfluorhexaanzuur
416;Massafractie perfluornonaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFNA;perfluornonaanzuur
417;Massafractie perfluoroctaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFOA;perfluoroctaanzuur
418;Massafractie perfluoroctaansulfonzuur (lineair) in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFOS;perfluoroctaansulfonzuur (lineair)
419;Massafractie perfluorpentaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFPA;perfluorpentaanzuur
420;Massafractie perfluortridecaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFTDA;perfluortridecaanzuur
421;Massafractie perfluortetradecaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFTeDA;perfluortetradecaanzuur
422;Massafractie perfluorundecaanzuur in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;PFUdA;perfluorundecaanzuur
423;Massafractie pyreen in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;Pyr;pyreen
424;Massafractie som 2,4'-, 4,4'-DDT, 2,4'-, 4,4'-DDD, 2,4'- en 4,4'-DDE in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;sDDX6;som 2,4'-, 4,4'-DDT, 2,4'-, 4,4'-DDD, 2,4'- en 4,4'-DDE
425;Massafractie som PBB153 en PBDE154 in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;sPBB153DE154;som PBB153 en PBDE154
426;Massafractie som PCB128 en PCB174 in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;sPCB128174;som PCB128 en PCB174
427;Massafractie som PCB138 en PCB163 in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;sPCB138163;som PCB138 en PCB163
428;Massafractie som PCB156 en PCB172 in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;sPCB156172;som PCB156 en PCB172
429;Massafractie som PCB66 en PCB95 in Organisme (biota) t.o.v. natgewicht in Lever Limanda limandaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;sPCB6695;som PCB66 en PCB95
430;Massafractie tributyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;TC4ySn;tributyltin (kation)
431;Massafractie trifenyltin (kation) in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;TFySn;trifenyltin (kation)
432;Massafractie trans-heptachloorepoxide in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;tHpClepO;trans-heptachloorepoxide
433;Massafractie 1,2,3-trichloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguillaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;123TClBen;1,2,3-trichloorbenzeen
434;Massafractie 1,2,3,4-tetrachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguillaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;1234T4ClBen;1,2,3,4-tetrachloorbenzeen
435;Massafractie 1,2,3,5-tetrachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguillaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;1235T4ClBen;1,2,3,5-tetrachloorbenzeen
436;Massafractie 1,2,4-trichloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguillaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;124TClBen;1,2,4-trichloorbenzeen
437;Massafractie 1,2,4,5-tetrachloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguillaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;1245T4ClBen;1,2,4,5-tetrachloorbenzeen
438;Massafractie 1,3,5-trichloorbenzeen in Organisme (biota) t.o.v. natgewicht in Vlees Anguilla anguillaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;135TClBen;1,3,5-trichloorbenzeen
439;Massafractie 4,4'-dichloordifenyldichloorethaan in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;44DDD;4,4'-dichloordifenyldichloorethaan
440;Massafractie 4,4'-dichloordifenyldichlooretheen in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;44DDE;4,4'-dichloordifenyldichlooretheen
441;Massafractie 4,4'-dichloordifenyltrichloorethaan in Organisme (biota) t.o.v. natgewicht in Vlees Mytilus edulisug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;ng;t.o.v. natgewicht;44DDT;4,4'-dichloordifenyltrichloorethaan
442;Massafractie acenafteen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;AcNe;acenafteen
443;Massafractie alfa-endosulfan in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;aedsfn;alfa-endosulfan
444;Massafractie alfa-hexachloorcyclohexaan in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;aHCH;alfa-hexachloorcyclohexaan
445;Massafractie antraceen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;Ant;antraceen
446;Massafractie benzo(a)antraceen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;BaA;benzo(a)antraceen
447;Massafractie benzo(a)pyreen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;BaP;benzo(a)pyreen
448;Massafractie benzo(b)fluorantheen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;BbF;benzo(b)fluorantheen
449;Massafractie benzo(e)pyreen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;BeP;benzo(e)pyreen
450;Massafractie benzo(ghi)peryleen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;BghiPe;benzo(ghi)peryleen
451;Massafractie beta-hexachloorcyclohexaan in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;bHCH;beta-hexachloorcyclohexaan
452;Massafractie benzo(k)fluorantheen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;BkF;benzo(k)fluorantheen
453;Massafractie gamma-hexachloorcyclohexaan (lindaan) in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;cHCH;gamma-hexachloorcyclohexaan (lindaan)
454;Massafractie chryseen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;Chr;chryseen
455;Massafractie dibenzo(a,h)antraceen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;DBahAnt;dibenzo(a,h)antraceen
456;Massafractie dieldrin in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;dieldn;dieldrin
457;Massafractie endrin in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;endn;endrin
458;Massafractie fenantreen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;Fen;fenantreen
459;Massafractie fluoreen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;Fle;fluoreen
460;Massafractie fluorantheen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;Flu;fluorantheen
461;Massafractie hexachloorbenzeen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;HCB;hexachloorbenzeen
462;Massafractie hexachloorbutadieen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;HxClbtDen;hexachloorbutadieen
463;Massafractie indeno(1,2,3-cd)pyreen in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;InP;indeno(1,2,3-cd)pyreen
464;Massafractie 2,2',4,4',6-pentabroomdifenylether in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;PBDE100;2,2',4,4',6-pentabroomdifenylether
465;Massafractie 2,2',4,4'-tetrabroomdifenylether in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;PBDE47;2,2',4,4'-tetrabroomdifenylether
466;Massafractie 2,2',4,4',5-pentabroomdifenylether in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;PBDE99;2,2',4,4',5-pentabroomdifenylether
467;Massafractie 2,2',4,5,5'-pentachloorbifenyl in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;PCB101;2,2',4,5,5'-pentachloorbifenyl
468;Massafractie 2,3',4,4',5-pentachloorbifenyl in Organisme (biota) t.o.v. vetgewicht in Vlees Dreissena polymorphaug/kg;OE;Organisme (biota);ug/kg;microgram per kilogram;MASSFTE;Massafractie;VETGWT;t.o.v. vetgewicht;PCB118;2,3',4,4',5-pentachloorbifenyl
